Year,Firm,ESG controversy score,Environment controversy score,Social controvery score,Governance controversy score,Score - Emission Reduction/Biodiversity Controversies (Inactive),Score - Emission Reduction/Spill/Pollution Controversies (Inactive),Score - Product Innovation/Product Impact Controversies (Inactive),Score - Resource Reduction/Environment Impact Controversy (Inactive),Score - Client Loyalty/Anti-competition Controversy (Inactive),Score - Community/Bribery Corruption Fraud Controversies (Inactive),Score - Community/Critical Countries-Indigenous Controversy (Inactive),Score - Community/Public Health Controversies (Inactive),Score - Diversity and Opportunity/Diversity Controversies (Inactive),Score - Employment Quality/Wages Work Condition Controversy (Inactive),Score - Health & Safety/Health & Safety Controversies (Inactive),Score - Human Rights/Child Labor Controversies (Inactive),Score - Human Rights/Freedom of Association Controversies (Inactive),Score - Human Rights/Human Rights Controversies (Inactive),Score - Product Responsibility/Customer Controversies (Inactive),Score - Product Responsibility/Responsible Mrktg Controversy(Inactive),Score - Product Responsibility/Social Exclusion Controversy (Inactive),Score - Compensation Policy/Compensation Controversies (Inactive),Score - Shareholder Loyalty/Accounting Controversies (Inactive),Score - Shareholder Loyalty/Insider Dealings Controversies (Inactive),Score - Shareholder Rights/Shareholder Controversies (Inactive),mv,mc,tobin,roe,oia,ois,esg_score,esg_binaire,csr_com,csr_report,assets,roa,sg,lev,div,ind,country
2016,NOKIA,16.67,55.0975, ,51.92,53.13,59.54,52.16,55.56,58.44,61.12,52.32,52.76,52.76,54.47,53.5,50.7,50.7,51.4,56.85,,50,51.48,52.16,52.48,51.56,26332.93,26245668,0.99,23.48,-0.010484694,-0.017404929,90.23,1,1,1,39200000,-1.56,88.93,10.27,2.12,126,FI
2017,NOKIA,58.87,54.665, ,52.285,52.99,59,52.06,54.61,59.67,62.6,52.36,52.16,53.57,55.04,52.79,50.67,50.82,50.94,57.65,,50,51.63,52.54,52.06,52.91,27032.01,21726638,0.549,-3.81,0.046375062,0.073011621,91.09,1,1,1,36442000,-3.28,-2.09,10.33,3.45,126,FI
2018,NOKIA,2.38,53.14, ,53.725,51.39,54.86,51.04,55.27,0.02,0.38,51.91,53.15,54.61,56.14,53.89,51.04,51.31,51.47,0,,50,52.71,53.86,53.12,55.21,22738.64,28133606,0.466,-9.26,0.03404034,0.052209369,89.25,1,1,1,34606000,-0.21,-2.52,14.29,4.88,126,FI
2013,NOKIAN RENKAAT,66.34,54.495,55.48692308,52.14,53.21,59.21,52.18,53.38,58.41,63.56,52.57,54.63,54.38,57.26,56.77,51.05,51.82,52.71,59.23,58.94,50,52.57,52.18,53.21,50.6,3971.91,4647721,1.939,23.03,0.185823475,0.25095332,42.05,0,1,1,2054100,9.53,-5.67,17.93,3.99,53,FI
2014,NOKIAN RENKAAT,68.1,55.255,55.58538462,52.2175,53.67,61,52.59,53.76,59.29,63.28,52.85,53.76,54.12,57.27,56.58,51.97,51.97,52.37,60.06,59.09,50,52.66,52.52,52.85,50.84,4647.71,2708123,2.233,13.19,0.170926786,0.21999856,43.18,0,1,1,1787900,11.58,-8.67,15.4,4.16,53,FI
2015,NOKIAN RENKAAT,62.29,54.88,53.58307692,51.46,53.4,60.38,52.34,53.4,56.89,59.57,52.57,52.21,53.13,54.94,53.48,51.42,51.2,51.07,55.92,54.18,50,51.52,51.31,52.08,50.93,2708.12,4448348,1.42,17.24,0.167343902,0.214984192,57.59,0,1,1,1747300,14.02,-2.09,12.57,7.15,53,FI
2016,NOKIAN RENKAAT,63.81,55.0975,53.7,51.92,53.13,59.54,52.16,55.56,58.44,61.12,52.32,52.76,52.76,54.47,53.5,50.7,50.7,51.4,56.85,53.08,50,51.48,52.16,52.48,51.56,4458.28,4805747,2.413,19.39,0.157999287,0.222972973,53.56,0,1,1,1963300,13.87,2.29,11.5,4.38,53,FI
2017,NOKIAN RENKAAT,26.17,54.665,54.02692308,52.285,52.99,59,52.06,54.61,59.67,62.6,52.36,52.16,53.57,55.04,52.79,50.67,50.82,50.94,57.65,54.08,50,51.63,52.54,52.06,52.91,4968.93,5168970,2.296,17.27,0.193394711,0.229761526,58,0,1,1,1868200,11.74,13.03,7.24,4.1,53,FI
2018,NOKIAN RENKAAT,12.5,53.14,46.08538462,53.725,51.39,54.86,51.04,55.27,60.98,64.61,51.91,53.15,54.61,56.14,53.89,51.04,51.31,51.47,0,0,50,52.71,53.86,53.12,55.21,5188.67,3695464,2.648,15.08,0.178729123,0.233391828,54.71,0,1,1,2083600,15.06,1.47,6.35,4.05,53,FI
2013,NOLATO B,, , , ,,,,,,,,,,,,,,,,,,,,,,1848.52,3854035,0.787,16.76,0.157666535,0.088456435,,0,,,2537000,12.47,16.73,3.35,6.37,101,SE
2014,NOLATO B,, , , ,,,,,,,,,,,,,,,,,,,,,,3449.78,4682719,1.426,23.29,0.15719763,0.106518658,,0,,,2869000,13.64,-6.37,2.75,4.1,101,SE
2015,NOLATO B,54.44,54.88, ,51.46,53.4,60.38,52.34,53.4,56.89,59.57,52.57,52.21,53.13,54.94,53.48,51.42,51.2,51.07,55.92,,50,51.52,51.31,52.08,50.93,4191.54,6774158,1.57,23.23,0.170272813,0.114896318,45.03,0,0,1,3189000,13.99,11.62,4.83,4.49,101,SE
2016,NOLATO B,58.2,55.0975, ,51.92,53.13,59.54,52.16,55.56,58.44,61.12,52.32,52.76,52.76,54.47,53.5,50.7,50.7,51.4,56.85,,50,51.48,52.16,52.48,51.56,6063.61,6918848,2.044,23.88,0.109592573,0.095570047,50.23,0,0,1,3878000,9.62,-5.9,15.91,3.3,101,SE
2017,NOLATO B,57.29,54.665, ,52.285,52.99,59,52.06,54.61,59.67,62.6,52.36,52.16,53.57,55.04,52.79,50.67,50.82,50.94,57.65,,50,51.63,52.54,52.06,52.91,6122.48,14179693,1.835,18.16,0.16106383,0.11264881,66.47,1,0,1,4700000,13.54,51.11,13.57,3.85,101,SE
2018,NOLATO B,61.44,53.14, ,53.725,51.39,54.86,51.04,55.27,60.98,64.61,51.91,53.15,54.61,56.14,53.89,51.04,51.31,51.47,59.09,,50,52.71,53.86,53.12,55.21,12692.37,9641665,3.009,26.49,0.182556987,0.113675636,62.95,1,0,1,5045000,14.95,20.57,12.13,1.95,101,SE
2013,NORMA GROUP,, , , ,,,,,,,,,,,,,,,,,,,,,,676.5,1149755,1.225,19.69,0.117676536,0.151122265,,0,,,816178,8.56,5.12,40.04,2.83,43,DE
2014,NORMA GROUP,, , , ,,,,,,,,,,,,,,,,,,,,,,1153.9,1263026,1.572,17.42,0.087899393,0.135032472,,0,,,1067277,6.59,9.31,40.42,1.79,43,DE
2015,NORMA GROUP,, , , ,,,,,,,,,,,,,,,,,,,,,,1245.88,1629762,1.507,14.91,0.107368332,0.139974348,,0,,,1159774,7.55,28.05,38.89,1.79,43,DE
2016,NORMA GROUP,, , , ,,,,,,,,,,,,,,,,,,,,,,1642.98,1292020,1.705,17.18,0.076999241,0.114447969,,0,,,1330117,6.83,0.59,41.77,1.45,43,DE
2017,NORMA GROUP,, , , ,,,,,,,,,,,,,,,,,,,,,,1290.43,1783339,1.26,15.69,0.108647208,0.139636451,,0,,,1307185,10.1,13.66,37.36,2.22,43,DE
2018,NORMA GROUP,58.04,53.14, ,53.725,51.39,54.86,51.04,55.27,60.98,64.61,51.91,53.15,54.61,56.14,53.89,51.04,51.31,51.47,59.09,,50,52.71,53.86,53.12,55.21,1782.16,1375818,1.62,22.5,0.07549032,0.10201819,69.04,1,1,1,1465115,7.35,6.59,38.84,1.7,43,DE
2013,NORSK HYDRO,62.12,54.495, ,52.14,53.21,59.21,52.18,53.38,58.41,63.56,52.57,54.63,54.38,57.26,56.77,51.05,51.82,52.71,59.23,,50,52.57,52.18,53.21,50.6,57683.64,55190019,0.524,-1.81,0.011315318,0.019975339,83.06,1,1,1,114535000,-0.43,1.09,8.89,2.69,93,NO
2014,NORSK HYDRO,17.34,55.255, ,52.2175,53.67,61,52.59,53.76,59.29,63.28,52.85,53.76,54.12,57.27,56.58,51.97,51.97,52.37,60.06,,50,52.66,52.52,52.85,50.84,56007.76,86570482,0.52,-1.31,0.037773041,0.060508042,80.46,1,1,1,124798000,0.87,20.08,8.95,2.77,93,NO
2015,NORSK HYDRO,57.49,54.88, ,51.46,53.4,60.38,52.34,53.4,56.89,59.57,52.57,52.21,53.13,54.94,53.48,51.42,51.2,51.07,55.92,,50,51.52,51.31,52.08,50.93,87808.25,67637800,0.738,1.08,0.063739107,0.08765708,84.8,1,1,1,120601000,1.81,12.56,6.24,1.77,93,NO
2016,NORSK HYDRO,3.35,41.2075, ,51.92,53.13,59.54,52.16,0,0,0.02,52.32,52.76,52.76,54.47,53.5,50.7,50.7,51.4,56.85,,50,51.48,52.16,52.48,51.56,68545.88,84371527,0.557,2.72,0.042050036,0.066306298,85.42,1,1,1,129227000,5.27,-6.55,5.17,3.02,93,NO
2017,NORSK HYDRO,58.81,54.665, ,52.285,52.99,59,52.06,54.61,59.67,62.6,52.36,52.16,53.57,55.04,52.79,50.67,50.82,50.94,57.65,,50,51.63,52.54,52.06,52.91,84932.38,127486880,0.648,7.8,0.047739781,0.070683025,85.43,1,1,1,161710000,6.21,33.27,10.67,2.44,93,NO
2018,NORSK HYDRO,1.93,39.3225, ,53.725,51.39,54.86,51.04,0,0.02,0.38,51.91,53.15,54.61,56.14,53.89,51.04,51.31,51.47,0,,50,52.71,53.86,53.12,55.21,129002.1,80235533,0.842,10.09,0.043604197,0.043826901,87.36,1,1,1,160191000,2.93,45.92,9.75,2,93,NO
2013,NORTHGATE,63.93,54.495, ,52.14,53.21,59.21,52.18,53.38,58.41,63.56,52.57,54.63,54.38,57.26,56.77,51.05,51.82,52.71,59.23,,50,52.57,52.18,53.21,50.6,412.69,451658,0.801,10.29,0.104047441,0.135789008,37.62,0,1,0,795935,3.73,-13.7,47.45,0.97,208,GB
2014,NORTHGATE,65.08,55.255, ,52.2175,53.67,61,52.59,53.76,59.29,63.28,52.85,53.76,54.12,57.27,56.58,51.97,51.97,52.37,60.06,,50,52.66,52.52,52.85,50.84,683.48,690811,1.2,-1.05,0.085538041,0.122027445,39.88,0,0,0,815263,6.15,-6.3,44.79,1.79,208,GB
2015,NORTHGATE,62.35,54.88, ,51.46,53.4,60.38,52.34,53.4,56.89,59.57,52.57,52.21,53.13,54.94,53.48,51.42,51.2,51.07,55.92,,50,51.52,51.31,52.08,50.93,808.72,859350,1.18,13.89,0.114334359,0.155898154,41.91,0,0,0,837561,9.29,7.49,41.48,1.83,208,GB
2016,NORTHGATE,61,55.0975, ,51.92,53.13,59.54,52.16,55.56,58.44,61.12,52.32,52.76,52.76,54.47,53.5,50.7,50.7,51.4,56.85,,50,51.48,52.16,52.48,51.56,524.27,537327,1.038,14.24,0.106966243,0.149347877,48.51,0,0,1,863263,8.17,0.66,38.07,3.89,208,GB
2017,NORTHGATE,18.02,54.665, ,52.285,52.99,59,52.06,54.61,59.67,62.6,52.36,52.16,53.57,55.04,52.79,50.67,50.82,50.94,57.65,,50,51.63,52.54,52.06,52.91,656.84,719456,0.944,12.32,0.087916535,0.124020682,53.4,0,0,1,941518,7.44,7.95,37.28,3.37,208,GB
2018,NORTHGATE,64.29,53.14, ,53.725,51.39,54.86,51.04,55.27,60.98,64.61,51.91,53.15,54.61,56.14,53.89,51.04,51.31,51.47,59.09,,50,52.71,53.86,53.12,55.21,507.45,494559,0.971,9.88,0.060078943,0.094881939,64.46,1,0,1,1108142,5.07,5.13,41.57,4.65,208,GB
2013,NOS SGPS,70.37, ,55.48692308,52.14,53.21,,52.18,53.38,58.41,63.56,52.57,54.63,54.38,57.26,56.77,51.05,51.82,52.71,59.23,58.94,50,52.57,52.18,53.21,50.6,918.02,2779693,1.089,17.16,0.03584658,0.098603497,51.13,0,0,1,2723914,1.29,25.81,41.91,5.39,257,PT
2014,NOS SGPS,27.66, ,50.96538462,52.2175,53.67,,52.59,53.76,59.29,63.28,52.85,53.76,54.12,57.27,56.58,51.97,51.97,52.37,0,59.09,50,52.66,52.52,52.85,50.84,2781.87,2684312,1.416,1.03,0.058032923,0.118034531,53.95,0,1,1,2814816,3.96,39.75,39.79,2.22,257,PT
2015,NOS SGPS,61.44, ,53.58307692,51.46,53.4,,52.34,53.4,56.89,59.57,52.57,52.21,53.13,54.94,53.48,51.42,51.2,51.07,55.92,54.18,50,51.52,51.31,52.08,50.93,2697.38,3720784,1.347,7.11,0.057380372,0.113383946,62.17,1,1,0,2853955,3.73,4.36,40.56,2.29,257,PT
2016,NOS SGPS,63.94, ,53.7,51.92,53.13,,52.16,55.56,58.44,61.12,52.32,52.76,52.76,54.47,53.5,50.7,50.7,51.4,56.85,53.08,50,51.48,52.16,52.48,51.56,3732.86,2887467,1.709,7.85,0.055315968,0.104621943,57.14,0,1,0,2865339,3.79,4.89,41.76,1.93,257,PT
2017,NOS SGPS,64.41, ,54.02692308,52.285,52.99,,52.06,54.61,59.67,62.6,52.36,52.16,53.57,55.04,52.79,50.67,50.82,50.94,57.65,54.08,50,51.63,52.54,52.06,52.91,2952.39,2812417,1.428,8.66,0.055284881,0.101506419,65.29,1,1,1,2867529,4.98,3.09,40.62,2.79,257,PT
2018,NOS SGPS,68.67, ,54.97230769,53.725,51.39,,51.04,55.27,60.98,64.61,51.91,53.15,54.61,56.14,53.89,51.04,51.31,51.47,59.09,56.44,50,52.71,53.86,53.12,55.21,2823.6,2716822,1.389,11.52,0.066588918,0.11997886,65.05,1,1,1,2839902,5.51,1.12,39.9,3.65,257,PT
2013,NOSTRUM OIL & GAS,, , , ,,,,,,,,,,,,,,,,,,,,,,1238.73,,1.728,52.63,0.240719393,0.448123273,,0,,,1063508,15.25,23.45,35.69,0,50,GB
2014,NOSTRUM OIL & GAS,, , , ,,,,,,,,,,,,,,,,,,,,,,1462.86,776281,1.816,51.37,0.144030901,0.429827848,,0,,,1417668,8.57,-16.85,42.8,0,50,GB
2015,NOSTRUM OIL & GAS,58.92,54.88, ,51.46,53.4,60.38,52.34,53.4,56.89,59.57,52.57,52.21,53.13,54.94,53.48,51.42,51.2,51.07,55.92,,50,51.52,51.31,52.08,50.93,790.37,748372,0.794,15.1,0.040511624,0.204191238,23.6,0,0,1,1483747,-2.25,-38.03,43.48,0,50,GB
2016,NOSTRUM OIL & GAS,62.31,55.0975, ,51.92,53.13,59.54,52.16,55.56,58.44,61.12,52.32,52.76,52.76,54.47,53.5,50.7,50.7,51.4,56.85,,50,51.48,52.16,52.48,51.56,748.37,713728,0.839,-11.8,0.010231264,0.067531855,28.55,0,0,1,1708391,-1.84,-12.08,45.53,4.47,50,GB
2017,NOSTRUM OIL & GAS,59.48,54.665, ,52.285,52.99,59,52.06,54.61,59.67,62.6,52.36,52.16,53.57,55.04,52.79,50.67,50.82,50.94,57.65,,50,51.63,52.54,52.06,52.91,726.39,603863,0.822,-10.86,0.041528356,0.223485408,39.45,0,0,1,1676180,0.86,20.34,48.03,4.69,50,GB
2018,NOSTRUM OIL & GAS,64.37,53.14, ,53.725,51.39,54.86,51.04,55.27,60.98,64.61,51.91,53.15,54.61,56.14,53.89,51.04,51.31,51.47,59.09,,50,52.71,53.86,53.12,55.21,613.48,190791,0.784,-3.7,0.051174737,0.301106565,50.22,0,0,1,1724386,-3.51,-5.91,51.36,5.55,50,GB
2013,NOVARTIS 'R',2.72,54.495,41.56384615,38.9975,53.21,59.21,52.18,53.38,0,0.2,52.57,54.63,54.38,57.26,56.77,51.05,51.82,52.71,0,58.94,50,0,52.18,53.21,50.6,155470.6,172737203,1.399,14.01,0.083056203,0.162210392,82,1,1,1,106158947,8.45,1.24,15.07,3.92,95,CH
2014,NOVARTIS 'R',2.55,55.255,41.54923077,52.2175,53.67,61,52.59,53.76,0,0.16,52.85,53.76,54.12,57.27,56.58,51.97,51.97,52.37,0,59.09,50,52.66,52.52,52.85,50.84,192680.8,221513135,1.701,12.77,0.10570758,0.251856293,74.29,1,1,1,116688642,8.92,0.55,17.34,3.23,95,CH
2015,NOVARTIS 'R',14.83,54.88,44.62461538,51.46,53.4,60.38,52.34,53.4,0,0,52.57,52.21,53.13,54.94,53.48,51.42,51.2,51.07,55.92,54.18,50,51.52,51.31,52.08,50.93,249916.8,206054070,1.954,13.33,0.072663472,0.183840032,76.37,1,1,1,122844198,14.78,-0.86,17.86,2.65,95,CH
2016,NOVARTIS 'R',9.33,41.2075,44.62692308,51.92,53.13,59.54,52.16,0,58.44,0.02,52.32,52.76,52.76,54.47,53.5,50.7,50.7,51.4,0,53.08,50,51.48,52.16,52.48,51.56,232362.9,175917773,1.812,22.21,0.067838479,0.171020123,76.73,1,1,1,123092250,5.88,0.56,19.72,3,95,CH
2017,NOVARTIS 'R',0.3,54.665,36.03384615,39.0575,52.99,59,52.06,54.61,0,0.09,52.36,52.16,53.57,55.04,52.79,50.67,50.82,50.94,0,0,50,51.63,52.54,52.06,0,194669.2,190958416,1.562,8.65,0.071138237,0.175984846,74.88,1,1,1,121603900,6.69,0.67,22.77,3.64,95,CH
2018,NOVARTIS 'R',3.07,53.14,36.45538462,40.445,51.39,54.86,51.04,55.27,0.02,0.38,51.91,53.15,54.61,56.14,53.89,51.04,51.31,51.47,0,0,50,52.71,53.86,0,55.21,215627.9,194230847,1.723,10.45,0.07421293,0.192040024,78.51,1,1,1,134400448,10.25,5.66,23.45,3.34,95,CH
2013,NOVO NORDISK 'B',19.57,54.495,50.61307692,52.14,53.21,59.21,52.18,53.38,58.41,0.2,52.57,54.63,54.38,57.26,56.77,51.05,51.82,52.71,59.23,58.94,50,52.57,52.18,53.21,50.6,414727.9,526253017,7.58,52.75,0.441034097,0.348860862,66.2,1,1,1,66106000,38.95,7.11,0.33,1.53,95,DK
2014,NOVO NORDISK 'B',36.22,55.255,50.73,52.2175,53.67,61,52.59,53.76,59.29,0.16,52.85,53.76,54.12,57.27,56.58,51.97,51.97,52.37,60.06,59.09,50,52.66,52.52,52.85,50.84,439857.6,675008098,7.722,59.16,0.453567392,0.366011306,59.31,1,1,1,71663000,38.49,6.26,1,1.81,95,DK
2015,NOVO NORDISK 'B',14.83,54.88,53.58307692,51.46,53.4,60.38,52.34,53.4,56.89,59.57,52.57,52.21,53.13,54.94,53.48,51.42,51.2,51.07,55.92,54.18,50,51.52,51.31,52.08,50.93,549900.4,1038872736,9.207,65.72,0.536844211,0.422767241,67.8,1,1,1,84993000,44.57,21.53,1.26,1.73,95,DK
2016,NOVO NORDISK 'B',19.78,55.0975,49.32692308,51.92,53.13,59.54,52.16,55.56,58.44,61.12,52.32,52.76,52.76,54.47,53.5,50.7,50.7,51.4,0,53.08,50,51.48,52.16,52.48,51.56,824819,637853551,11.991,74.22,0.504037699,0.427724101,63.12,1,1,1,94856000,42.23,3.57,0.24,1.25,95,DK
2017,NOVO NORDISK 'B',9.64,54.665,36.03384615,52.285,52.99,59,52.06,54.61,0,0.09,52.36,52.16,53.57,55.04,52.79,50.67,50.82,50.94,0,0,50,51.63,52.54,52.06,52.91,521254.3,817518000,6.503,83.78,0.476188579,0.428090531,72.59,1,1,1,100414000,39.13,-0.08,1.69,2.39,95,DK
2018,NOVO NORDISK 'B',8.38,53.14,45.34230769,39.9225,51.39,54.86,51.04,55.27,0.02,0.38,51.91,53.15,54.61,56.14,53.89,51.04,51.31,51.47,59.09,56.44,50,52.71,53.86,53.12,0,656477.9,713172600,7.948,76.54,0.423643813,0.408661284,76.51,1,1,1,107876000,37.16,0.12,0.48,2.27,95,DK
2013,NOVOZYMES B,60.56,54.495, ,52.14,53.21,59.21,52.18,53.38,58.41,63.56,52.57,54.63,54.38,57.26,56.77,51.05,51.82,52.71,59.23,,50,52.57,52.18,53.21,50.6,43184,71920500,3.431,21.09,0.179937695,0.245870935,62.94,1,1,1,16050000,14.56,4.56,11.14,1.19,157,DK
2014,NOVOZYMES B,59.66,55.255, ,52.2175,53.67,61,52.59,53.76,59.29,63.28,52.85,53.76,54.12,57.27,56.58,51.97,51.97,52.37,60.06,,50,52.66,52.52,52.85,50.84,60877.37,80072987,4.525,19.9,0.17390335,0.250421382,73.04,1,1,1,17941000,15.13,6.07,10.02,0.96,157,DK
2015,NOVOZYMES B,54.44,54.88, ,51.46,53.4,60.38,52.34,53.4,56.89,59.57,52.57,52.21,53.13,54.94,53.48,51.42,51.2,51.07,55.92,,50,51.52,51.31,52.08,50.93,69095.38,100297860,4.422,22.42,0.228479114,0.28281674,71.01,1,1,1,17332000,16.14,12.38,7.36,0.96,157,DK
2016,NOVOZYMES B,58.2,55.0975, ,51.92,53.13,59.54,52.16,55.56,58.44,61.12,52.32,52.76,52.76,54.47,53.5,50.7,50.7,51.4,56.85,,50,51.48,52.16,52.48,51.56,85710.13,72470047,5.812,24.38,0.214325283,0.273582237,71.02,1,1,1,18052000,17.38,1,9.99,0.91,157,DK
2017,NOVOZYMES B,57.29,54.665, ,52.285,52.99,59,52.06,54.61,59.67,62.6,52.36,52.16,53.57,55.04,52.79,50.67,50.82,50.94,57.65,,50,51.63,52.54,52.06,52.91,62936.51,103850386,4.07,26,0.231411057,0.280572569,69.81,1,1,1,17618000,17.61,2.75,12.91,1.43,157,DK
2018,NOVOZYMES B,61.44,53.14, ,53.725,51.39,54.86,51.04,55.27,60.98,64.61,51.91,53.15,54.61,56.14,53.89,51.04,51.31,51.47,59.09,,50,52.71,53.86,53.12,55.21,89070.31,83661151,5.988,27.71,0.218774988,0.285198054,73.93,1,1,1,18759000,17.8,-0.97,17.37,1.13,157,DK
2013,NYRSTAR,62.12,54.495, ,52.14,53.21,59.21,52.18,53.38,58.41,63.56,52.57,54.63,54.38,57.26,56.77,51.05,51.82,52.71,59.23,,50,52.57,52.18,53.21,50.6,764.08,357320,0.398,-7.96,-0.031846928,-0.034956614,62.62,1,1,1,3099200,-3.92,-8.02,36.73,3.56,54,BE
2014,NYRSTAR,63.13,55.255, ,52.2175,53.67,61,52.59,53.76,59.29,63.28,52.85,53.76,54.12,57.27,56.58,51.97,51.97,52.37,60.06,,50,52.66,52.52,52.85,50.84,392.75,959226,0.38,-22.47,-0.006954522,-0.009075318,76.6,1,1,1,3652300,-0.1,-0.87,25.65,6.93,54,BE
2015,NYRSTAR,57.49,54.88, ,51.46,53.4,60.38,52.34,53.4,56.89,59.57,52.57,52.21,53.13,54.94,53.48,51.42,51.2,51.07,55.92,,50,51.52,51.31,52.08,50.93,996.33,522976,0.372,-7.77,0.004015612,0.00340862,77.16,1,1,1,2664600,-11.45,12.16,34.66,0,54,BE
2016,NYRSTAR,60.98,55.0975, ,51.92,53.13,59.54,52.16,55.56,58.44,61.12,52.32,52.76,52.76,54.47,53.5,50.7,50.7,51.4,56.85,,50,51.48,52.16,52.48,51.56,543.05,729331,0.477,-72.31,0.000752176,0.000759988,75.04,1,1,1,2791900,-12.25,-8.52,40.24,0,54,BE
2017,NYRSTAR,58.81,54.665, ,52.285,52.99,59,52.06,54.61,59.67,62.6,52.36,52.16,53.57,55.04,52.79,50.67,50.82,50.94,57.65,,50,51.63,52.54,52.06,52.91,729.71,731724,0.599,-100.36,0.013166125,0.011924657,67.73,1,1,1,3197600,5.04,27.77,43.64,0,54,BE
2018,NYRSTAR,4.46,53.14, ,26.4575,51.39,54.86,51.04,55.27,60.98,64.61,51.91,53.15,54.61,56.14,53.89,51.04,51.31,51.47,0,,50,52.71,0,53.12,0,731.72,63067,0.631,10.71,-0.03243946,-0.026178422,61.86,1,1,1,3076500,-15.56,7.98,62.46,0,54,BE
2013,OC OERLIKON CORPORATION,56.78,54.495, ,52.14,53.21,59.21,52.18,53.38,58.41,63.56,52.57,54.63,54.38,57.26,56.77,51.05,51.82,52.71,59.23,,50,52.57,52.18,53.21,50.6,3344.33,4454740,0.752,20.56,0.083879093,0.115504683,40.53,0,0,0,3970000,5.29,-0.79,7.66,1.93,43,CH
2014,OC OERLIKON CORPORATION,57.96,55.255, ,52.2175,53.67,61,52.59,53.76,59.29,63.28,52.85,53.76,54.12,57.27,56.58,51.97,51.97,52.37,60.06,,50,52.66,52.52,52.85,50.84,4444.25,4231878,0.877,9.56,0.068886097,0.102332815,42.68,0,0,0,4776000,4.94,16.06,16.06,1.87,43,CH
2015,OC OERLIKON CORPORATION,55.71,54.88, ,51.46,53.4,60.38,52.34,53.4,56.89,59.57,52.57,52.21,53.13,54.94,53.48,51.42,51.2,51.07,55.92,,50,51.52,51.31,52.08,50.93,4246.98,3036390,0.864,9.05,0.06346397,0.093972295,46.37,0,0,0,3955000,-9.05,-5.45,19.32,2.16,43,CH
2016,OC OERLIKON CORPORATION,56.91,55.0975, ,51.92,53.13,59.54,52.16,55.56,58.44,61.12,52.32,52.76,52.76,54.47,53.5,50.7,50.7,51.4,56.85,,50,51.48,52.16,52.48,51.56,3040.84,3392931,0.751,-27.09,0.03218767,0.050622051,43.23,0,0,0,3666000,10.44,-12.73,12.77,3.35,43,CH
2017,OC OERLIKON CORPORATION,55.18,54.665, ,52.285,52.99,59,52.06,54.61,59.67,62.6,52.36,52.16,53.57,55.04,52.79,50.67,50.82,50.94,57.65,,50,51.63,52.54,52.06,52.91,3397.58,5583728,0.819,21.19,0.044989288,0.066385669,48.78,0,0,0,4201000,3.96,22.14,11.09,3,43,CH
2018,OC OERLIKON CORPORATION,58.04,53.14, ,53.725,51.39,54.86,51.04,55.27,60.98,64.61,51.91,53.15,54.61,56.14,53.89,51.04,51.31,51.47,59.09,,50,52.71,53.86,53.12,55.21,5589.02,3740531,1.213,7.56,0.045321308,0.077041012,51.66,0,0,0,4435000,5.7,26.16,11.21,1.82,43,CH
2013,OCADO GROUP,63.16,54.495,55.48692308,52.14,53.21,59.21,52.18,53.38,58.41,63.56,52.57,54.63,54.38,57.26,56.77,51.05,51.82,52.71,59.23,58.94,50,52.57,52.18,53.21,50.6,501.12,2382224,1.095,-1.17,-0.042431661,-0.026259311,62.48,1,0,1,490200,-1.14,16.73,32.93,0,88,GB
2014,OCADO GROUP,30.36,55.255,55.58538462,39.0525,53.67,61,52.59,53.76,59.29,63.28,52.85,53.76,54.12,57.27,56.58,51.97,51.97,52.37,60.06,59.09,50,0,52.52,52.85,50.84,2573.19,1904791,4.964,-6.18,-0.042738275,-0.023817051,57.8,0,0,1,528800,3.32,19.8,33.23,0,88,GB
2015,OCADO GROUP,63.77,54.88,53.58307692,51.46,53.4,60.38,52.34,53.4,56.89,59.57,52.57,52.21,53.13,54.94,53.48,51.42,51.2,51.07,55.92,54.18,50,51.52,51.31,52.08,50.93,2341.17,2164655,3.79,3.35,-0.048314993,-0.02537017,62.35,1,1,1,581600,3.8,16.72,29.71,0,88,GB
2016,OCADO GROUP,57.97,55.0975,53.7,51.92,53.13,59.54,52.16,55.56,58.44,61.12,52.32,52.76,52.76,54.47,53.5,50.7,50.7,51.4,56.85,53.08,50,51.48,52.16,52.48,51.56,1794.72,1650154,3.94,4.88,-0.044143357,-0.023839496,56.13,0,1,1,686400,3.41,14.75,31.44,0,88,GB
2017,OCADO GROUP,59.59,54.665,54.02692308,52.285,52.99,59,52.06,54.61,59.67,62.6,52.36,52.16,53.57,55.04,52.79,50.67,50.82,50.94,57.65,54.08,50,51.63,52.54,52.06,52.91,1661.88,2175530,2.644,4.57,-0.053056124,-0.031903265,61.11,1,1,1,880200,1.9,15.17,42.94,0,88,GB
2018,OCADO GROUP,26.28,53.14,54.97230769,40.5475,51.39,54.86,51.04,55.27,60.98,64.61,51.91,53.15,54.61,56.14,53.89,51.04,51.31,51.47,59.09,56.44,50,0,53.86,53.12,55.21,2503.29,5750829,2.73,0.37,-0.077926948,-0.06498624,57.41,0,1,1,1333300,-2.71,9.92,27.05,0,88,GB
