location;date;cases;deaths;tests;vaccinations
France;05.03.2021;23507.0;439.0;;
France;06.03.2021;23306.0;170.0;;
Germany;27.01.2020;1.0;;;
Germany;28.01.2020;3.0;;;
Germany;29.01.2020;0.0;;;
Germany;30.01.2020;0.0;;;
Germany;31.01.2020;1.0;;;
Germany;01.02.2020;3.0;;;
Germany;02.02.2020;2.0;;;
Germany;03.02.2020;2.0;;;
Germany;04.02.2020;0.0;;;
Germany;05.02.2020;0.0;;;
Germany;06.02.2020;0.0;;;
Germany;07.02.2020;1.0;;;
Germany;08.02.2020;0.0;;;
Germany;09.02.2020;1.0;;;
Germany;10.02.2020;0.0;;;
Germany;11.02.2020;2.0;;;
Germany;12.02.2020;0.0;;;
Germany;13.02.2020;0.0;;;
Germany;14.02.2020;0.0;;;
Germany;15.02.2020;0.0;;;
Germany;16.02.2020;0.0;;;
Germany;17.02.2020;0.0;;;
Germany;18.02.2020;0.0;;;
Germany;19.02.2020;0.0;;;
Germany;20.02.2020;0.0;;;
Germany;21.02.2020;0.0;;;
Germany;22.02.2020;0.0;;;
Germany;23.02.2020;0.0;;;
Germany;24.02.2020;0.0;;;
Germany;25.02.2020;1.0;;;
Germany;26.02.2020;10.0;;;
Germany;27.02.2020;19.0;;;
Germany;28.02.2020;2.0;;;
Germany;29.02.2020;31.0;;;
Germany;01.03.2020;51.0;;;
Germany;02.03.2020;29.0;;;
Germany;03.03.2020;37.0;;;
Germany;04.03.2020;66.0;;;
Germany;05.03.2020;220.0;;;
Germany;06.03.2020;188.0;;;
Germany;07.03.2020;129.0;;;
Germany;08.03.2020;241.0;;;
Germany;09.03.2020;136.0;2.0;;
Germany;10.03.2020;281.0;0.0;;
Germany;11.03.2020;451.0;1.0;;
Germany;12.03.2020;170.0;0.0;;
Germany;13.03.2020;1597.0;4.0;;
Germany;14.03.2020;910.0;2.0;;
Germany;15.03.2020;1210.0;2.0;;
Germany;16.03.2020;1477.0;6.0;;
Germany;17.03.2020;1985.0;7.0;;
Germany;18.03.2020;3070.0;4.0;;
Germany;19.03.2020;2993.0;16.0;;
Germany;20.03.2020;4528.0;23.0;;
Germany;21.03.2020;2365.0;17.0;;
Germany;22.03.2020;2660.0;10.0;;
Germany;23.03.2020;4183.0;29.0;;
Germany;24.03.2020;3930.0;34.0;;
Germany;25.03.2020;4337.0;49.0;;
Germany;26.03.2020;6615.0;61.0;;
Germany;27.03.2020;6933.0;75.0;;
Germany;28.03.2020;6824.0;91.0;;
Germany;29.03.2020;4400.0;100.0;;
Germany;30.03.2020;4790.0;112.0;;
Germany;31.03.2020;4923.0;130.0;;
Germany;01.04.2020;6064.0;145.0;;
Germany;02.04.2020;6922.0;187.0;;
Germany;03.04.2020;6365.0;168.0;;
Germany;04.04.2020;4933.0;169.0;;
Germany;05.04.2020;4031.0;140.0;;
Germany;06.04.2020;3251.0;226.0;;
Germany;07.04.2020;4289.0;206.0;;
Germany;08.04.2020;5633.0;333.0;;
Germany;09.04.2020;4885.0;258.0;;
Germany;10.04.2020;3990.0;160.0;;
Germany;11.04.2020;2737.0;-31.0;;
Germany;12.04.2020;2946.0;286.0;;
Germany;13.04.2020;2218.0;172.0;;
Germany;14.04.2020;1287.0;100.0;;
Germany;15.04.2020;3394.0;510.0;;
Germany;16.04.2020;2945.0;248.0;;
Germany;17.04.2020;3699.0;300.0;;
Germany;18.04.2020;1945.0;107.0;;
Germany;19.04.2020;1842.0;127.0;;
Germany;20.04.2020;1881.0;276.0;;
Germany;21.04.2020;1226.0;171.0;;
Germany;22.04.2020;2357.0;246.0;;
Germany;23.04.2020;2481.0;296.0;;
Germany;24.04.2020;1870.0;185.0;;
Germany;25.04.2020;1514.0;117.0;;
Germany;26.04.2020;1257.0;99.0;;
Germany;27.04.2020;988.0;150.0;;
Germany;28.04.2020;1154.0;188.0;;
Germany;29.04.2020;1627.0;153.0;;
Germany;30.04.2020;1470.0;156.0;;
Germany;01.05.2020;1068.0;113.0;;
Germany;02.05.2020;890.0;76.0;;
Germany;03.05.2020;697.0;54.0;;
Germany;04.05.2020;488.0;127.0;;
Germany;05.05.2020;855.0;0.0;;
Germany;06.05.2020;1155.0;282.0;;
Germany;07.05.2020;1268.0;117.0;;
Germany;08.05.2020;1158.0;118.0;;
Germany;09.05.2020;736.0;39.0;;
Germany;10.05.2020;555.0;20.0;;
Germany;11.05.2020;697.0;92.0;;
Germany;12.05.2020;595.0;77.0;;
Germany;13.05.2020;927.0;123.0;;
Germany;14.05.2020;380.0;23.0;;
Germany;15.05.2020;755.0;13.0;;
Germany;16.05.2020;519.0;41.0;;
Germany;17.05.2020;617.0;24.0;;
Germany;18.05.2020;182.0;41.0;;
Germany;19.05.2020;1227.0;78.0;;
Germany;20.05.2020;695.0;63.0;;
Germany;21.05.2020;548.0;59.0;;
Germany;22.05.2020;689.0;25.0;;
Germany;23.05.2020;276.0;33.0;;
Germany;24.05.2020;342.0;22.0;;
Germany;25.05.2020;272.0;26.0;;
Germany;26.05.2020;600.0;63.0;;
Germany;27.05.2020;324.0;56.0;;
Germany;28.05.2020;672.0;42.0;;
Germany;29.05.2020;726.0;34.0;;
Germany;30.05.2020;267.0;26.0;;
Germany;31.05.2020;221.0;10.0;;
Germany;01.06.2020;184.0;15.0;;
Germany;02.06.2020;285.0;8.0;;
Germany;03.06.2020;242.0;39.0;;
Germany;04.06.2020;351.0;33.0;;
Germany;05.06.2020;452.0;23.0;;
Germany;06.06.2020;526.0;15.0;;
Germany;07.06.2020;300.0;12.0;;
Germany;08.06.2020;359.0;10.0;;
Germany;09.06.2020;397.0;41.0;;
Germany;10.06.2020;16.0;16.0;;
Germany;11.06.2020;169.0;20.0;;
Germany;12.06.2020;535.0;11.0;;
Germany;13.06.2020;41.0;10.0;;
Germany;14.06.2020;251.0;8.0;;
Germany;15.06.2020;164.0;6.0;;
Germany;16.06.2020;570.0;13.0;;
Germany;17.06.2020;352.0;31.0;;
Germany;18.06.2020;1213.0;24.0;;
Germany;19.06.2020;482.0;12.0;;
Germany;20.06.2020;371.0;8.0;;
Germany;21.06.2020;602.0;0.0;;
Germany;22.06.2020;496.0;4.0;;
Germany;23.06.2020;712.0;15.0;;
Germany;24.06.2020;391.0;14.0;;
Germany;25.06.2020;500.0;12.0;;
Germany;26.06.2020;665.0;25.0;;
Germany;27.06.2020;422.0;3.0;;
Germany;28.06.2020;235.0;0.0;;
Germany;29.06.2020;349.0;8.0;;
Germany;30.06.2020;376.0;14.0;;
Germany;01.07.2020;475.0;5.0;;
Germany;02.07.2020;477.0;11.0;;
Germany;03.07.2020;410.0;4.0;;
Germany;04.07.2020;418.0;10.0;;
Germany;05.07.2020;325.0;3.0;;
Germany;06.07.2020;541.0;-1.0;;
Germany;07.07.2020;279.0;10.0;;
Germany;08.07.2020;356.0;14.0;;
Germany;09.07.2020;302.0;11.0;;
Germany;10.07.2020;331.0;6.0;;
Germany;11.07.2020;377.0;7.0;;
Germany;12.07.2020;210.0;1.0;;
Germany;13.07.2020;261.0;3.0;;
Germany;14.07.2020;276.0;4.0;;
Germany;15.07.2020;434.0;2.0;;
Germany;16.07.2020;560.0;7.0;;
Germany;17.07.2020;595.0;1.0;;
Germany;18.07.2020;381.0;3.0;;
Germany;19.07.2020;309.0;1.0;;
Germany;20.07.2020;590.0;2.0;;
Germany;21.07.2020;392.0;5.0;;
Germany;22.07.2020;559.0;3.0;;
Germany;23.07.2020;605.0;8.0;;
Germany;24.07.2020;742.0;10.0;;
Germany;25.07.2020;655.0;4.0;;
Germany;26.07.2020;389.0;0.0;;
Germany;27.07.2020;445.0;1.0;;
Germany;28.07.2020;595.0;6.0;;
Germany;29.07.2020;839.0;4.0;;
Germany;30.07.2020;989.0;9.0;;
Germany;31.07.2020;864.0;3.0;;
Germany;01.08.2020;606.0;7.0;;
Germany;02.08.2020;215.0;0.0;;
Germany;03.08.2020;891.0;0.0;;
Germany;04.08.2020;717.0;9.0;;
Germany;05.08.2020;1285.0;16.0;;
Germany;06.08.2020;926.0;2.0;;
Germany;07.08.2020;1157.0;14.0;;
Germany;08.08.2020;707.0;6.0;;
Germany;09.08.2020;385.0;1.0;;
Germany;10.08.2020;1220.0;1.0;;
Germany;11.08.2020;1032.0;5.0;;
Germany;12.08.2020;1319.0;5.0;;
Germany;13.08.2020;1422.0;4.0;;
Germany;14.08.2020;1510.0;13.0;;
Germany;15.08.2020;697.0;5.0;;
Germany;16.08.2020;519.0;0.0;;
Germany;17.08.2020;1693.0;1.0;;
Germany;18.08.2020;1420.0;5.0;;
Germany;19.08.2020;1586.0;8.0;;
Germany;20.08.2020;1586.0;14.0;;
Germany;21.08.2020;1737.0;3.0;;
Germany;22.08.2020;832.0;6.0;;
Germany;23.08.2020;633.0;3.0;;
Germany;24.08.2020;1628.0;1.0;;
Germany;25.08.2020;1461.0;5.0;;
Germany;26.08.2020;1427.0;4.0;;
Germany;27.08.2020;1561.0;5.0;;
Germany;28.08.2020;1555.0;0.0;;
Germany;29.08.2020;709.0;9.0;;
Germany;30.08.2020;470.0;1.0;;
Germany;31.08.2020;1497.0;3.0;;
Germany;01.09.2020;1213.0;4.0;;
Germany;02.09.2020;1396.0;15.0;;
Germany;03.09.2020;1429.0;0.0;;
Germany;04.09.2020;1443.0;5.0;;
Germany;05.09.2020;775.0;2.0;;
Germany;06.09.2020;670.0;1.0;;
Germany;07.09.2020;1898.0;1.0;;
Germany;08.09.2020;1331.0;5.0;;
Germany;09.09.2020;1476.0;6.0;;
Germany;10.09.2020;1716.0;3.0;;
Germany;11.09.2020;1586.0;3.0;;
Germany;12.09.2020;1082.0;4.0;;
Germany;13.09.2020;920.0;2.0;;
Germany;14.09.2020;1485.0;2.0;;
Germany;15.09.2020;1792.0;11.0;;
Germany;16.09.2020;1855.0;6.0;;
Germany;17.09.2020;2179.0;3.0;;
Germany;18.09.2020;2199.0;10.0;;
Germany;19.09.2020;1685.0;2.0;;
Germany;20.09.2020;1033.0;2.0;;
Germany;21.09.2020;1595.0;0.0;;
Germany;22.09.2020;1852.0;15.0;;
Germany;23.09.2020;1613.0;18.0;;
Germany;24.09.2020;2321.0;13.0;;
Germany;25.09.2020;2366.0;15.0;;
Germany;26.09.2020;1314.0;8.0;;
Germany;27.09.2020;1313.0;5.0;;
Germany;28.09.2020;2292.0;4.0;;
Germany;29.09.2020;1840.0;15.0;;
Germany;30.09.2020;2442.0;12.0;;
Germany;01.10.2020;2626.0;14.0;;
Germany;02.10.2020;2835.0;9.0;;
Germany;03.10.2020;1653.0;13.0;;
Germany;04.10.2020;1546.0;2.0;;
Germany;05.10.2020;3100.0;21.0;;
Germany;06.10.2020;2454.0;12.0;;
Germany;07.10.2020;4010.0;16.0;;
Germany;08.10.2020;4804.0;12.0;;
Germany;09.10.2020;4554.0;5.0;;
Germany;10.10.2020;2968.0;21.0;;
Germany;11.10.2020;2846.0;6.0;;
Germany;12.10.2020;6541.0;14.0;;
Germany;13.10.2020;4464.0;42.0;;
Germany;14.10.2020;7173.0;34.0;;
Germany;15.10.2020;7620.0;23.0;;
Germany;16.10.2020;7695.0;34.0;;
Germany;17.10.2020;4862.0;12.0;;
Germany;18.10.2020;4007.0;13.0;;
Germany;19.10.2020;8397.0;44.0;;
Germany;20.10.2020;8523.0;40.0;;
Germany;21.10.2020;12331.0;29.0;;
Germany;22.10.2020;5952.0;49.0;;
Germany;23.10.2020;13476.0;18.0;;
Germany;24.10.2020;10458.0;57.0;;
Germany;25.10.2020;9890.0;27.0;;
Germany;26.10.2020;12560.0;29.0;;
Germany;27.10.2020;13161.0;30.0;;
Germany;28.10.2020;16202.0;97.0;;
Germany;29.10.2020;18733.0;87.0;;
Germany;30.10.2020;19382.0;86.0;;
Germany;31.10.2020;14054.0;92.0;;
Germany;01.11.2020;12556.0;30.0;;
Germany;02.11.2020;25252.0;156.0;;
Germany;03.11.2020;7533.0;48.0;;
Germany;04.11.2020;31480.0;232.0;;
Germany;05.11.2020;22561.0;161.0;;
Germany;06.11.2020;22820.0;130.0;;
Germany;07.11.2020;14122.0;66.0;;
Germany;08.11.2020;14510.0;66.0;;
Germany;09.11.2020;6522.0;36.0;;
Germany;10.11.2020;26547.0;373.0;;
Germany;11.11.2020;22401.0;213.0;;
Germany;12.11.2020;24738.0;222.0;;
Germany;13.11.2020;22261.0;188.0;;
Germany;14.11.2020;14640.0;107.0;;
Germany;15.11.2020;3213.0;62.0;;
Germany;16.11.2020;14580.0;260.0;;
Germany;17.11.2020;26231.0;305.0;;
Germany;18.11.2020;23727.0;252.0;;
Germany;19.11.2020;24041.0;272.0;;
Germany;20.11.2020;22593.0;256.0;;
Germany;21.11.2020;13872.0;143.0;;
Germany;22.11.2020;4377.0;98.0;;
Germany;23.11.2020;14455.0;301.0;;
Germany;24.11.2020;16370.0;372.0;;
Germany;25.11.2020;32687.0;378.0;;
Germany;26.11.2020;21951.0;430.0;;
Germany;27.11.2020;20819.0;371.0;;
Germany;28.11.2020;13845.0;170.0;;
Germany;29.11.2020;3197.0;125.0;;
Germany;30.11.2020;14221.0;388.0;;
Germany;01.12.2020;24766.0;483.0;;
Germany;02.12.2020;23275.0;482.0;;
Germany;03.12.2020;23591.0;438.0;;
Germany;04.12.2020;15970.0;480.0;;
Germany;05.12.2020;26126.0;262.0;;
Germany;06.12.2020;10910.0;150.0;;
Germany;07.12.2020;5456.0;445.0;;
Germany;08.12.2020;29263.0;568.0;;
Germany;09.12.2020;25089.0;458.0;;
Germany;10.12.2020;32734.0;604.0;;
Germany;11.12.2020;27217.0;503.0;;
Germany;12.12.2020;21792.0;333.0;;
Germany;13.12.2020;14709.0;206.0;;
Germany;14.12.2020;6451.0;528.0;;
Germany;15.12.2020;33825.0;910.0;;
Germany;16.12.2020;32744.0;729.0;;
Germany;17.12.2020;30179.0;754.0;;
Germany;18.12.2020;32830.0;727.0;;
Germany;19.12.2020;21679.0;417.0;;
Germany;20.12.2020;6444.0;229.0;;
Germany;21.12.2020;19256.0;710.0;;
Germany;22.12.2020;36153.0;986.0;;
Germany;23.12.2020;33758.0;813.0;;
Germany;24.12.2020;26467.0;421.0;;
Germany;25.12.2020;2140.0;250.0;;
Germany;26.12.2020;13504.0;366.0;;
Germany;27.12.2020;12399.0;351.0;;
Germany;28.12.2020;14004.0;848.0;;18746.0
Germany;29.12.2020;19466.0;1122.0;;42657.0
Germany;30.12.2020;49044.0;963.0;;57997.0
Germany;31.12.2020;19367.0;561.0;;38620.0
Germany;01.01.2021;2117.0;354.0;;24754.0
Germany;02.01.2021;10903.0;335.0;;51975.0
Germany;03.01.2021;10356.0;311.0;;24994.0
Germany;04.01.2021;12320.0;957.0;;48606.0
Germany;05.01.2021;18349.0;1009.0;;52391.0
Germany;06.01.2021;26663.0;1078.0;;58674.0
Germany;07.01.2021;45333.0;1152.0;;58368.0
Germany;08.01.2021;19077.0;1035.0;;60383.0
Germany;09.01.2021;22824.0;575.0;;57199.0
Germany;10.01.2021;948.0;339.0;;33289.0
Germany;11.01.2021;11706.0;863.0;;65591.0
Germany;12.01.2021;27210.0;1090.0;;82036.0
Germany;13.01.2021;25566.0;1207.0;;99012.0
Germany;14.01.2021;21343.0;1111.0;;100119.0
Germany;15.01.2021;8593.0;498.0;;92682.0
Germany;16.01.2021;14817.0;759.0;;57112.0
Germany;17.01.2021;11484.0;437.0;;44552.0
Germany;18.01.2021;9253.0;362.0;;74226.0
Germany;19.01.2021;12233.0;1734.0;;95124.0
Germany;20.01.2021;29003.0;1013.0;;128755.0
Germany;21.01.2021;8277.0;866.0;;95979.0
Germany;22.01.2021;16366.0;837.0;;115277.0
Germany;23.01.2021;12430.0;160.0;;92646.0
Germany;24.01.2021;10078.0;423.0;;66217.0
Germany;25.01.2021;6887.0;831.0;;97338.0
Germany;26.01.2021;9387.0;492.0;;102687.0
Germany;27.01.2021;15636.0;879.0;;113118.0
Germany;28.01.2021;14883.0;1385.0;;100430.0
Germany;29.01.2021;12831.0;403.0;;109202.0
Germany;30.01.2021;17518.0;819.0;;87363.0
Germany;31.01.2021;748.0;58.0;;62712.0
Germany;01.02.2021;6668.0;896.0;;115558.0
Germany;02.02.2021;7690.0;933.0;;127556.0
Germany;03.02.2021;12487.0;784.0;;142180.0
Germany;04.02.2021;13032.0;858.0;;135358.0
Germany;05.02.2021;10835.0;690.0;;132184.0
Germany;06.02.2021;8632.0;227.0;;103748.0
Germany;07.02.2021;6670.0;157.0;;59400.0
Germany;08.02.2021;4650.0;483.0;;106247.0
Germany;09.02.2021;5728.0;815.0;;124482.0
Germany;10.02.2021;9246.0;666.0;;149057.0
Germany;11.02.2021;9928.0;552.0;;143686.0
Germany;12.02.2021;9197.0;547.0;;157708.0
Germany;13.02.2021;6484.0;219.0;;109858.0
Germany;14.02.2021;4838.0;117.0;;66762.0
Germany;15.02.2021;5132.0;181.0;;126773.0
Germany;16.02.2021;5890.0;541.0;;136150.0
Germany;17.02.2021;9598.0;903.0;;148759.0
Germany;18.02.2021;9845.0;513.0;;145123.0
Germany;19.02.2021;9050.0;496.0;;150031.0
Germany;20.02.2021;7162.0;142.0;;112507.0
Germany;21.02.2021;6094.0;63.0;;85592.0
Germany;22.02.2021;4984.0;417.0;;151527.0
Germany;23.02.2021;5764.0;422.0;;158893.0
Germany;24.02.2021;10774.0;385.0;;173537.0
Germany;25.02.2021;11032.0;173.0;;178101.0
Germany;26.02.2021;9437.0;596.0;;191870.0
Germany;27.02.2021;7671.0;153.0;;145783.0
Germany;28.02.2021;6118.0;60.0;;113343.0
Germany;01.03.2021;5274.0;362.0;;188746.0
Germany;02.03.2021;6492.0;412.0;;209478.0
Germany;03.03.2021;10852.0;359.0;;232444.0
Germany;04.03.2021;11393.0;269.0;;225723.0
Germany;05.03.2021;9581.0;298.0;;
Germany;06.03.2021;8264.0;99.0;;
Gibraltar;10.01.2021;;;;
Gibraltar;11.01.2021;;;;1025.0
Gibraltar;12.01.2021;;;;1056.0
Gibraltar;13.01.2021;;;;
Gibraltar;14.01.2021;;;;
Gibraltar;15.01.2021;;;;
Gibraltar;16.01.2021;;;;712.0
Gibraltar;17.01.2021;;;;0.0
Gibraltar;18.01.2021;;;;588.0
Gibraltar;19.01.2021;;;;582.0
Gibraltar;20.01.2021;;;;0.0
Gibraltar;21.01.2021;;;;930.0
Gibraltar;22.01.2021;;;;930.0
Gibraltar;23.01.2021;;;;930.0
Gibraltar;24.01.2021;;;;534.0
Gibraltar;25.01.2021;;;;198.0
Gibraltar;26.01.2021;;;;534.0
Gibraltar;27.01.2021;;;;534.0
Gibraltar;28.01.2021;;;;725.0
Gibraltar;29.01.2021;;;;534.0
Gibraltar;30.01.2021;;;;0.0
Gibraltar;31.01.2021;;;;420.0
Gibraltar;01.02.2021;;;;1013.0
Gibraltar;02.02.2021;;;;1092.0
Gibraltar;03.02.2021;;;;786.0
Gibraltar;04.02.2021;;;;1012.0
Gibraltar;05.02.2021;;;;1085.0
Gibraltar;06.02.2021;;;;798.0
Gibraltar;07.02.2021;;;;0.0
Gibraltar;08.02.2021;;;;972.0
Gibraltar;09.02.2021;;;;977.0
Gibraltar;10.02.2021;;;;978.0
Gibraltar;11.02.2021;;;;1104.0
Gibraltar;12.02.2021;;;;1092.0
Gibraltar;13.02.2021;;;;1092.0
Gibraltar;14.02.2021;;;;654.0
Gibraltar;15.02.2021;;;;438.0
Gibraltar;16.02.2021;;;;654.0
Gibraltar;17.02.2021;;;;654.0
Gibraltar;18.02.2021;;;;1091.0
Gibraltar;19.02.2021;;;;556.0
Gibraltar;20.02.2021;;;;0.0
Gibraltar;21.02.2021;;;;1098.0
Gibraltar;22.02.2021;;;;1199.0
Gibraltar;23.02.2021;;;;1074.0
Gibraltar;24.02.2021;;;;666.0
Gibraltar;25.02.2021;;;;1229.0
Gibraltar;26.02.2021;;;;1290.0
Gibraltar;27.02.2021;;;;918.0
Gibraltar;28.02.2021;;;;0.0
Gibraltar;01.03.2021;;;;
Gibraltar;02.03.2021;;;;
Gibraltar;03.03.2021;;;;1266.0
Gibraltar;04.03.2021;;;;1330.0
Gibraltar;05.03.2021;;;;666.0
Greece;02.02.2020;;;;
Greece;09.02.2020;;;;
Greece;15.02.2020;;;;
Greece;23.02.2020;;;;
Greece;26.02.2020;1.0;;;
Greece;27.02.2020;2.0;;;
Greece;28.02.2020;1.0;;;
Greece;29.02.2020;0.0;;;
Greece;01.03.2020;3.0;;;
Greece;02.03.2020;0.0;;;
Greece;03.03.2020;0.0;;;
Greece;04.03.2020;2.0;;;
Greece;05.03.2020;22.0;;;
Greece;06.03.2020;14.0;;;
Greece;07.03.2020;1.0;;;
Greece;08.03.2020;27.0;;;
Greece;09.03.2020;0.0;;;
Greece;10.03.2020;16.0;;;
Greece;11.03.2020;10.0;1.0;;
Greece;12.03.2020;0.0;0.0;;
Greece;13.03.2020;91.0;0.0;520.0;
Greece;14.03.2020;38.0;2.0;700.0;
Greece;15.03.2020;103.0;1.0;600.0;
Greece;16.03.2020;0.0;0.0;320.0;
Greece;17.03.2020;56.0;1.0;;
Greece;18.03.2020;31.0;0.0;;
Greece;19.03.2020;0.0;1.0;;
Greece;20.03.2020;77.0;0.0;;
Greece;21.03.2020;35.0;7.0;658.0;
Greece;22.03.2020;94.0;2.0;176.0;
Greece;23.03.2020;71.0;2.0;638.0;
Greece;24.03.2020;48.0;3.0;427.0;
Greece;25.03.2020;78.0;2.0;1424.0;
Greece;26.03.2020;71.0;4.0;;
Greece;27.03.2020;74.0;2.0;;
Greece;28.03.2020;95.0;4.0;886.0;
Greece;29.03.2020;95.0;6.0;788.0;
Greece;30.03.2020;56.0;5.0;810.0;
Greece;31.03.2020;102.0;6.0;771.0;
Greece;01.04.2020;101.0;1.0;618.0;
Greece;02.04.2020;129.0;3.0;1494.0;
Greece;03.04.2020;69.0;10.0;3593.0;
Greece;04.04.2020;60.0;5.0;896.0;
Greece;05.04.2020;62.0;5.0;2120.0;
Greece;06.04.2020;20.0;6.0;740.0;
Greece;07.04.2020;77.0;2.0;2391.0;
Greece;08.04.2020;52.0;2.0;3944.0;
Greece;09.04.2020;71.0;4.0;1106.0;
Greece;10.04.2020;56.0;5.0;1798.0;
Greece;11.04.2020;70.0;1.0;1912.0;
Greece;12.04.2020;33.0;5.0;4917.0;
Greece;13.04.2020;31.0;1.0;1170.0;
Greece;14.04.2020;25.0;2.0;;
Greece;15.04.2020;22.0;1.0;;
Greece;16.04.2020;15.0;3.0;2001.0;
Greece;17.04.2020;17.0;3.0;2255.0;
Greece;18.04.2020;11.0;2.0;1645.0;
Greece;19.04.2020;0.0;3.0;;
Greece;20.04.2020;10.0;3.0;;
Greece;21.04.2020;156.0;5.0;1322.0;
Greece;22.04.2020;7.0;0.0;1326.0;
Greece;23.04.2020;55.0;4.0;2249.0;
Greece;24.04.2020;27.0;5.0;2166.0;
Greece;25.04.2020;16.0;0.0;1680.0;
Greece;26.04.2020;11.0;4.0;1521.0;
Greece;27.04.2020;17.0;2.0;1486.0;
Greece;28.04.2020;32.0;2.0;3739.0;
Greece;29.04.2020;10.0;1.0;2297.0;
Greece;30.04.2020;15.0;1.0;3040.0;
Greece;01.05.2020;21.0;0.0;2081.0;
Greece;02.05.2020;8.0;3.0;956.0;
Greece;03.05.2020;6.0;1.0;1125.0;
Greece;04.05.2020;6.0;2.0;1619.0;
Greece;05.05.2020;10.0;0.0;2799.0;
Greece;06.05.2020;21.0;1.0;3302.0;
Greece;07.05.2020;15.0;1.0;2991.0;
Greece;08.05.2020;13.0;2.0;4248.0;
Greece;09.05.2020;19.0;1.0;3093.0;
Greece;10.05.2020;6.0;0.0;1493.0;
Greece;11.05.2020;10.0;0.0;486.0;
Greece;12.05.2020;18.0;1.0;6691.0;
Greece;13.05.2020;16.0;3.0;5988.0;
Greece;14.05.2020;10.0;1.0;4191.0;
Greece;15.05.2020;40.0;4.0;3782.0;
Greece;16.05.2020;9.0;2.0;6268.0;
Greece;17.05.2020;15.0;1.0;2242.0;
Greece;18.05.2020;2.0;2.0;3159.0;
Greece;19.05.2020;4.0;0.0;4317.0;
Greece;20.05.2020;10.0;1.0;3444.0;
Greece;21.05.2020;3.0;2.0;4633.0;
Greece;22.05.2020;21.0;1.0;3880.0;
Greece;23.05.2020;2.0;2.0;5040.0;
Greece;24.05.2020;2.0;0.0;965.0;
Greece;25.05.2020;4.0;1.0;1074.0;
Greece;26.05.2020;10.0;1.0;5954.0;
Greece;27.05.2020;11.0;0.0;5254.0;
Greece;28.05.2020;3.0;2.0;4222.0;
Greece;29.05.2020;3.0;0.0;4377.0;
Greece;30.05.2020;6.0;0.0;3472.0;
Greece;31.05.2020;2.0;0.0;2202.0;
Greece;01.06.2020;1.0;4.0;1905.0;
Greece;02.06.2020;19.0;0.0;3167.0;
Greece;03.06.2020;0.0;0.0;;
Greece;04.06.2020;15.0;1.0;;
Greece;05.06.2020;15.0;0.0;;
Greece;06.06.2020;13.0;0.0;;
Greece;07.06.2020;17.0;0.0;;
Greece;08.06.2020;52.0;2.0;;
Greece;09.06.2020;9.0;1.0;2240.0;
Greece;10.06.2020;10.0;0.0;;
Greece;11.06.2020;20.0;0.0;;
Greece;12.06.2020;20.0;0.0;6591.0;
Greece;13.06.2020;4.0;0.0;3585.0;
Greece;14.06.2020;9.0;0.0;3471.0;
Greece;15.06.2020;13.0;1.0;3931.0;
Greece;16.06.2020;14.0;1.0;4882.0;
Greece;17.06.2020;55.0;2.0;5194.0;
Greece;18.06.2020;24.0;1.0;5408.0;
Greece;19.06.2020;10.0;1.0;4373.0;
Greece;20.06.2020;19.0;1.0;4184.0;
Greece;21.06.2020;10.0;0.0;4251.0;
Greece;22.06.2020;21.0;0.0;2843.0;
Greece;23.06.2020;15.0;0.0;5198.0;
Greece;24.06.2020;8.0;0.0;;
Greece;25.06.2020;11.0;1.0;;
Greece;26.06.2020;22.0;0.0;4011.0;
Greece;27.06.2020;23.0;0.0;5293.0;
Greece;28.06.2020;10.0;0.0;3993.0;
Greece;29.06.2020;14.0;0.0;3255.0;
Greece;30.06.2020;19.0;1.0;4383.0;
Greece;01.07.2020;23.0;0.0;3207.0;
Greece;02.07.2020;26.0;0.0;4445.0;
Greece;03.07.2020;28.0;0.0;5024.0;
Greece;04.07.2020;25.0;0.0;6252.0;
Greece;05.07.2020;8.0;0.0;5451.0;
Greece;06.07.2020;43.0;0.0;3174.0;
Greece;07.07.2020;27.0;1.0;8756.0;
Greece;08.07.2020;33.0;0.0;6106.0;
Greece;09.07.2020;50.0;0.0;3535.0;
Greece;10.07.2020;60.0;0.0;4687.0;
Greece;11.07.2020;40.0;0.0;7755.0;
Greece;12.07.2020;31.0;0.0;2765.0;
Greece;13.07.2020;23.0;0.0;8520.0;
Greece;14.07.2020;57.0;0.0;3855.0;
Greece;15.07.2020;27.0;0.0;5466.0;
Greece;16.07.2020;29.0;0.0;6574.0;
Greece;17.07.2020;25.0;1.0;4325.0;
Greece;18.07.2020;19.0;0.0;3368.0;
Greece;19.07.2020;24.0;0.0;4726.0;
Greece;20.07.2020;5.0;1.0;2994.0;
Greece;21.07.2020;36.0;2.0;6146.0;
Greece;22.07.2020;29.0;3.0;4769.0;
Greece;23.07.2020;33.0;1.0;6189.0;
Greece;24.07.2020;25.0;0.0;5646.0;
Greece;25.07.2020;31.0;0.0;;
Greece;26.07.2020;27.0;1.0;;
Greece;27.07.2020;34.0;0.0;3632.0;
Greece;28.07.2020;52.0;1.0;6223.0;
Greece;29.07.2020;57.0;0.0;53889.0;
Greece;30.07.2020;65.0;0.0;8458.0;
Greece;31.07.2020;76.0;3.0;;
Greece;01.08.2020;110.0;0.0;;
Greece;02.08.2020;75.0;2.0;5946.0;
Greece;03.08.2020;75.0;1.0;19417.0;
Greece;04.08.2020;118.0;0.0;34853.0;
