Title,Year,Genres,Duration,Rating,MPA,Votes
314. Red Rooms,2023,"['Psychological Horror', 'Psychological Thriller', 'Crime', 'Horror', 'Mystery', 'Thriller']",1h 58m,7.1,,9.3K
315. The Feeling That the Time for Doing Something Has Passed,2023,['Comedy'],1h 27m,5.8,,1.2K
316. Close Your Eyes,2023,['Drama'],2h 49m,7.2,,3.8K
317. Kokomo City,2023,['Documentary'],1h 13m,7.1,R,1.4K
318. DogMan,2023,"['Action', 'Crime', 'Drama', 'Thriller']",1h 55m,6.8,R,18K
319. Caligula: The Ultimate Cut,2023,"['Costume Drama', 'Epic', 'Historical Epic', 'Period Drama', 'Drama', 'History', 'Mystery']",2h 58m,6.4,,1K
320. Omar and Cedric: If This Ever Gets Weird,2023,"['Documentary', 'Music']",2h 7m,8.6,,82
321. Inside the Yellow Cocoon Shell,2023,['Drama'],2h 59m,6.7,,1.6K
322. Do Not Expect Too Much from the End of the World,2023,"['Comedy', 'Drama']",2h 43m,7.4,,3.9K
323. Day of the Fight,2023,"['Boxing', 'Drama', 'Sport']",1h 48m,7.2,R,244
324. The League,2023,"['Sports Documentary', 'Documentary', 'Sport']",1h 43m,7.4,PG,331
325. Close to You,2023,['Drama'],1h 40m,5.0,R,1K
326. Fresh Kills,2023,"['Crime', 'Drama']",2h,5.8,,1.1K
327. Uncharitable,2023,['Documentary'],1h 30m,8.5,,42
328. The Eternal Memory,2023,['Documentary'],1h 25m,7.4,,3.7K
329. Sirocco and the Kingdom of the Winds,2023,"['Adventure', 'Animation', 'Fantasy']",1h 14m,7.0,,352
330. How to Come Alive with Norman Mailer,2023,"['Biography', 'Documentary']",,8.2,,42
331. High & Low - John Galliano,2023,"['Biography', 'Documentary']",1h 56m,7.1,,1.1K
332. Taking Venice,2023,['Documentary'],1h 38m,7.4,,59
333. Shayda,2023,['Drama'],1h 57m,6.7,PG-13,1.1K
334. Story Ave,2023,['Drama'],1h 46m,6.1,,465
335. The Great Turkey Town Miracle,2023,['Drama'],PG,6.3,,83
336. They Shot the Piano Player,2023,"['Animation', 'Drama', 'History']",1h 44m,6.6,PG-13,812
337. My Happy Ending,2023,"['Quirky Comedy', 'Comedy', 'Drama']",1h 29m,5.4,R,499
338. Nam June Paik: Moon Is the Oldest TV,2023,"['Biography', 'Documentary']",1h 47m,6.9,,251
339. The Mission,2023,"['Animation', 'Biography', 'Documentary']",1h 43m,6.3,PG-13,1.2K
340. The Stones and Brian Jones,2023,"['Biography', 'Documentary', 'Music']",1h 33m,7.0,,671
341. The Cowboy and the Queen,2023,"['Biography', 'Documentary']",1h 25m,9.4,,71
342. Cat Person,2023,"['Psychological Thriller', 'Comedy', 'Drama', 'Thriller']",1h 58m,6.0,R,7.2K
343. Riddle of Fire,2023,"['Action', 'Adventure', 'Comedy']",1h 55m,6.6,PG-13,1.7K
344. King Coal,2023,['Documentary'],1h 20m,7.0,,236
345. Summoning Sylvia,2023,"['Supernatural Horror', 'Comedy', 'Horror', 'Thriller']",1h 14m,5.3,R,4.3K
346. All Dirt Roads Taste of Salt,2023,['Drama'],1h 32m,5.9,PG,1.2K
347. Flipside,2023,['Documentary'],1h 32m,7.2,,192
348. Lonesome Soldier,2023,"['Period Drama', 'Psychological Drama', 'Biography', 'Drama', 'Thriller', 'War']",1h 49m,6.5,R,2.2K
"349. Nosotros, los De la Fe",2023,['Comedy'],1h 58m,8.4,,33
350. Banel & Adama,2023,['Drama'],1h 27m,6.3,,664
351. MR-9: Do or Die,2023,"['Action', 'Drama', 'Thriller']",1h 46m,3.5,,1.3K
352. The Disappearance of Shere Hite,2023,"['Biography', 'Documentary']",1h 58m,7.5,R,612
353. The Vourdalak,2023,"['Drama', 'Fantasy', 'Horror']",1h 31m,6.4,,1.1K
354. The Settlers,2023,"['Crime', 'Drama', 'History', 'Western']",1h 37m,6.9,Not Rated,5.2K
355. Thabo and the Rhino Case,2023,"['Adventure', 'Family', 'Mystery']",1h 37m,6.2,PG,146
356. Mountains,2023,['Drama'],1h 35m,7.1,,123
357. Limbo,2023,"['Crime', 'Drama', 'Mystery', 'Thriller']",1h 48m,6.1,,1.9K
358. The Delinquents,2023,"['Comedy', 'Crime', 'Drama']",3h 9m,6.8,Unrated,3.9K
359. Crumb Catcher,2023,"['Comedy', 'Drama', 'Thriller']",1h 43m,6.2,,142
360. Radical Wolfe,2023,['Documentary'],1h 16m,7.2,,320
361. Popular Theory,2023,"['Adventure', 'Comedy', 'Family']",1h 28m,5.9,PG,318
362. Little Girl Blue,2023,"['Docudrama', 'Tragedy', 'Biography', 'Documentary', 'Drama']",1h 35m,6.3,,403
363. Nurse Unseen,2023,['Documentary'],1h 33m,8.8,,31
364. The Line,2023,['Drama'],1h 40m,6.6,,363
365. Orlando: My Political Biography,2023,['Documentary'],1h 38m,7.0,Unrated,597
366. The Absence of Eden,2023,['Drama'],1h 25m,4.8,R,528
"367. What the Hell Happened to Blood, Sweat & Tears?",2023,['Documentary'],1h 52m,7.1,,169
368. Kidnapped: The Abduction of Edgardo Mortara,2023,"['Period Drama', 'Drama', 'History']",2h 14m,7.0,Not Rated,3.8K
369. The Concierge at Hokkyoku Department Store,2023,"['Anime', 'Adventure', 'Animation', 'Family', 'Fantasy']",1h 10m,6.6,,473
370. Cora Bora,2023,"['Comedy', 'Drama']",1h 32m,5.8,,215
371. Sleep,2023,"['Dark Comedy', 'Horror', 'Mystery', 'Thriller']",1h 35m,6.6,,5K
372. The Pod Generation,2023,"['Comedy', 'Romance', 'Sci-Fi']",1h 50m,5.6,PG-13,5.7K
373. The Headmistress,2023,['Horror'],,3.9,,124
374. Smoke Sauna Sisterhood,2023,['Documentary'],1h 29m,7.1,,2.6K
375. Once Again (For the Very First Time),2023,"['Drama', 'Music', 'Romance']",1h 46m,8.2,,34
376. SOMM: Cup of Salvation,2023,['Documentary'],1h 30m,8.0,,41
377. Full Circle,2023,"['Documentary', 'Sport']",1h 43m,7.4,TV-MA,191
378. Gasoline Rainbow,2023,"['Adventure', 'Drama']",1h 51m,6.4,,1.2K
379. The Activated Man,2023,['Thriller'],1h 55m,7.3,R,1.4K
380. Daaaaaali!,2023,"['Comedy', 'Drama']",1h 17m,6.6,,3K
381. Mother Couch,2023,"['Dark Comedy', 'Comedy', 'Drama']",1h 36m,5.3,,1.2K
"382. Food, Inc. 2",2023,"['Food Documentary', 'News', 'Documentary']",1h 34m,6.8,,414
383. Uproar,2023,['Drama'],1h 50m,6.6,PG-13,1.4K
384. Return to Reason: Four Films by Man Ray,2023,"['Music', 'Romance']",1h 10m,7.1,,137
385. Dance First,2023,"['Biography', 'Drama']",1h 40m,6.1,,667
386. Lost Soulz,2023,['Drama'],1h 35m,5.5,,254
387. The Nature of Love,2023,"['Comedy', 'Drama', 'Romance']",1h 50m,6.9,,2.9K
388. Before the Sunset,2023,"['Drama', 'Fantasy']",1h 59m,7.0,PG-13,19
389. Free Time,2023,['Comedy'],1h 18m,5.4,,298
390. Inshallah a Boy,2023,['Drama'],1h 53m,7.2,,1.5K
391. The Featherweight,2023,"['Biography', 'Drama', 'Sport']",1h 39m,6.3,,763
392. Aporia,2023,"['Time Travel', 'Drama', 'Sci-Fi']",1h 44m,5.6,R,2.2K
393. Chicken for Linda!,2023,"['Animation', 'Comedy', 'Musical']",1h 13m,7.1,,956
394. Kensuke's Kingdom,2023,"['Adventure', 'Animation']",1h 25m,7.0,PG,809
395. Hounds,2023,"['Crime', 'Drama', 'Thriller']",1h 34m,6.3,,585
396. Always a Winner,2023,"['Teen Drama', 'Drama', 'Sport']",1h 25m,6.7,,47
397. Glitter & Doom,2023,"['Musical', 'Romance']",1h 55m,6.5,,219
398. Suitable Flesh,2023,"['Body Horror', 'Horror', 'Thriller']",1h 40m,5.4,,7.2K
399. On the Adamant,2023,['Documentary'],1h 49m,6.8,,1K
400. Your Lucky Day,2023,['Thriller'],1h 29m,5.9,R,3.5K
401. What Doesn't Float,2023,"['Dark Comedy', 'Comedy', 'Drama']",1h 9m,7.0,,64
402. Happy Clothes: A Film About Patricia Field,2023,['Documentary'],1h 40m,7.6,,62
403. Carole King Home Again: Live in Central Park,2023,['Music'],1h 19m,7.4,,80
404. Humanist Vampire Seeking Consenting Suicidal Person,2023,"['Coming-of-Age', 'Dark Comedy', 'Vampire Horror', 'Comedy', 'Drama', 'Fantasy', 'Horror']",1h 30m,7.0,Unrated,6.3K
405. Shift: The Ragbrai Documentary,2023,['Documentary'],1h 1m,8.0,,14
406. The Invisible Fight,2023,"['Action', 'Comedy']",1h 55m,5.9,,592
407. Another Body,2023,"['Science & Technology Documentary', 'Documentary']",1h 20m,6.4,,457
408. Catching Fire: The Story of Anita Pallenberg,2023,"['Biography', 'Documentary', 'History']",1h 53m,7.1,,436
409. Solo,2023,"['Drama', 'Romance']",1h 41m,7.1,,465
410. Day by Day: The Dynasty,2023,['Documentary'],2h 9m,9.6,,9
411. Sympathy for the Devil,2023,"['Action', 'Thriller']",1h 30m,5.5,Unrated,12K
412. The Animal Kingdom,2023,"['Adventure', 'Drama', 'Horror', 'Mystery', 'Sci-Fi']",2h 8m,6.7,,9.8K
413. Beyond Utopia,2023,"['Crime Documentary', 'News', 'Political Documentary', 'Biography', 'Documentary', 'History']",1h 55m,7.9,PG-13,4.3K
414. Disco Boy,2023,['Drama'],1h 32m,6.3,,1.6K
415. Club Zero,2023,"['Comedy', 'Drama', 'Thriller']",1h 50m,5.9,,2.9K
416. The In-Law Gang!,2023,"['Action', 'Comedy', 'Drama']",1h 37m,5.2,,41
417. Lousy Carter,2023,['Comedy'],1h 20m,6.0,,740
418. Amelia's Children,2023,"['Horror', 'Thriller']",1h 31m,5.2,,1.9K
419. Food and Country,2023,['Documentary'],1h 40m,6.8,,83
420. Omen,2023,['Drama'],1h 32m,5.9,,1K
421. Rare Objects,2023,['Drama'],2h 3m,5.3,R,578
422. Obsessed with Light,2023,['Documentary'],1h 30m,7.6,,23
423. The Falling Star,2023,"['Comedy', 'Drama', 'Mystery', 'Thriller']",1h 38m,5.6,,264
424. Scream Therapy,2023,"['Comedy', 'Horror']",1h 18m,7.4,,81
425. Drift,2023,['Drama'],1h 33m,6.3,,694
426. Great Absence,2023,['Drama'],2h 13m,6.4,,115
427. Deep Sea,2023,"['Computer Animation', 'Adventure', 'Animation', 'Drama', 'Fantasy']",1h 52m,6.7,PG-13,2.3K
428. Red Island,2023,['Drama'],1h 57m,5.9,,612
429. Starring Jerry as Himself,2023,"['Biography', 'Crime', 'Documentary', 'Thriller']",1h 15m,7.5,,128
430. Chestnut,2023,['Drama'],1h 27m,4.7,,392
431. Eureka,2023,['Drama'],2h 27m,6.1,,621
432. Mayhem!,2023,"['Martial Arts', 'Action', 'Thriller']",1h 39m,6.3,R,2.7K
433. I Got a Monster,2023,"['Crime Documentary', 'Documentary']",1h 30m,6.6,,226
434. Total Trust,2023,['Documentary'],1h 37m,7.1,,377
435. Muzzle,2023,"['Conspiracy Thriller', 'Action', 'Crime', 'Thriller']",1h 40m,5.5,,4K
436. Our Deadly Vows,2023,"['Drama', 'Horror', 'Thriller']",1h 26m,3.4,,85
437. Questions,2023,['Comedy'],1h 40m,6.9,,25
438. Summer Solstice,2023,"['Comedy', 'Drama']",1h 21m,4.6,,152
439. What You Wish For,2023,['Thriller'],1h 41m,6.7,,7.1K
440. The Dive,2023,"['Survival', 'Adventure', 'Drama', 'Thriller']",1h 31m,5.5,,5.4K
441. The Crusades,2023,"['Comedy', 'Drama']",1h 42m,4.5,,303
442. Kings of L.A.,2023,"['Action', 'Comedy', 'Crime', 'Drama']",2h,6.9,,51
443. The Last Video Store,2023,"['Comedy', 'Horror']",1h 19m,5.9,Not Rated,179
444. Pianoforte,2023,"['Documentary', 'Music']",1h 31m,7.3,,470
445. The Convert,2023,"['Action', 'Drama']",1h 59m,6.4,,4.2K
446. Senior Year: Love Never Fails,2023,"['Drama', 'Family', 'Romance', 'Sport']",1h 47m,7.8,PG-13,50
447. How I Learned to Fly,2023,['Drama'],1h 44m,6.2,,199
448. The Seeding,2023,"['Folk Horror', 'Horror', 'Thriller']",1h 40m,5.0,TV-MA,2K
449. Making Him Famous,2023,"['Drama', 'Family']",1h 38m,8.0,Unrated,53
450. Deliver Us,2023,['Horror'],1h 43m,4.8,Unrated,2.4K
451. The Paragon,2023,['Comedy'],1h 25m,6.9,,109
452. Life Upside Down,2023,"['Comedy', 'Romance']",1h 28m,4.7,,574
453. You Are Not Me,2023,"['Horror', 'Thriller']",1h 38m,7.1,,83
454. Last Night of Amore,2023,"['Drama', 'Thriller']",2h 4m,7.1,,5.5K
455. You're All Gonna Die,2023,['Horror'],1h 28m,2.9,,138
456. Eight Deadly Shots,2023,[],5h 16m,,,
457. Lord of Misrule,2023,"['Folk Horror', 'Horror']",1h 44m,5.3,,2.5K
458. Just the Two of Us,2023,"['Drama', 'Thriller']",1h 45m,6.6,,2.9K
459. A Storm Foretold,2023,"['News', 'Biography', 'Documentary', 'History']",1h 41m,7.6,,721
460. Deep Rising,2023,['Documentary'],1h 33m,7.4,,113
461. The Arctic Convoy,2023,"['Action', 'Drama', 'History', 'Thriller', 'War']",1h 48m,6.5,,3.2K
462. Bring Him to Me,2023,"['Crime', 'Thriller']",1h 36m,5.3,R,3.2K
463. The Universal Theory,2023,"['Drama', 'Mystery', 'Thriller']",1h 58m,6.1,,1.1K
464. Operation Napoleon,2023,"['Conspiracy Thriller', 'Action', 'Adventure', 'Thriller']",1h 42m,6.0,,3.4K
465. Siege,2023,"['Action', 'Adventure', 'Crime', 'Drama', 'Thriller']",1h 40m,5.2,R,1.1K
466. La marginale,2023,"['Comedy', 'Drama']",1h 38m,5.8,PG-13,162
467. Alimañas,2023,"['Dark Comedy', 'Comedy']",1h 24m,4.9,R,506
468. Culpa Mía,2023,"['Steamy Romance', 'Teen Romance', 'Drama', 'Romance']",1h 57m,6.2,Not Rated,32K
469. Woman of the Hour,2023,"['Period Drama', 'Serial Killer', 'True Crime', 'Crime', 'Drama', 'Mystery']",1h 35m,6.6,R,50K
470. Hit Man,2023,"['Docudrama', 'Romantic Comedy', 'Comedy', 'Crime', 'Romance']",1h 55m,6.8,R,104K
471. Leave the World Behind,2023,"['Psychological Thriller', 'Drama', 'Mystery', 'Thriller']",2h 18m,6.4,R,222K
472. Candy Cane Lane,2023,"['High-Concept Comedy', 'Holiday Comedy', 'Holiday Family', 'Comedy', 'Family', 'Fantasy', 'Holiday']",1h 57m,5.6,PG,22K
473. The Killer,2023,"['Psychological Thriller', 'Action', 'Adventure', 'Crime', 'Drama', 'Thriller']",1h 58m,6.7,R,204K
474. Nosferatu,2023,"['Vampire Horror', 'Horror']",1h 32m,5.2,,182
475. Best. Christmas. Ever!,2023,"['Holiday Comedy', 'Comedy', 'Holiday', 'Romance']",1h 22m,4.4,TV-PG,11K
476. Family Switch,2023,"['Body Swap Comedy', 'Comedy', 'Family']",1h 46m,5.7,PG,29K
477. 12th Fail,2023,"['Docudrama', 'Biography', 'Drama']",2h 27m,8.8,,139K
478. Society of the Snow,2023,"['Docudrama', 'Mountain Adventure', 'Survival', 'Adventure', 'Biography', 'Drama', 'History', 'Thriller']",2h 24m,7.8,R,154K
479. Rebel Moon - Part One: A Child of Fire,2023,"['Action Epic', 'Adventure Epic', 'Epic', 'Fantasy Epic', 'Sci-Fi Epic', 'Space Sci-Fi', 'Action', 'Adventure', 'Drama', 'Fantasy']",2h 13m,5.6,PG-13,132K
480. Ghosted,2023,"['Romantic Comedy', 'Action', 'Adventure', 'Comedy', 'Romance']",1h 56m,5.8,PG-13,69K
481. His Three Daughters,2023,['Drama'],1h 41m,7.2,R,15K
482. Genie,2023,"['Holiday Comedy', 'Comedy', 'Fantasy', 'Holiday']",1h 33m,5.9,PG,11K
483. Reptile,2023,"['Hard-boiled Detective', 'Police Procedural', 'Crime', 'Drama', 'Mystery', 'Thriller']",2h 14m,6.8,R,100K
484. That They May Face the Rising Sun,2023,['Drama'],1h 51m,7.2,,435
485. Last Straw,2023,"['Slasher Horror', 'Horror', 'Thriller']",1h 23m,5.5,,3.8K
486. Fair Play,2023,"['Psychological Drama', 'Psychological Thriller', 'Drama', 'Thriller']",1h 53m,6.4,R,43K
487. Katie's Mom,2023,"['Comedy', 'Drama', 'Romance']",1h 53m,5.7,,213
488. Burning Betrayal,2023,"['Erotic Thriller', 'Steamy Romance', 'Drama', 'Mystery', 'Romance', 'Thriller']",1h 38m,4.1,TV-MA,3.8K
489. Christmas as Usual,2023,"['Docudrama', 'Romantic Comedy', 'Comedy', 'Romance']",1h 28m,5.4,TV-14,6.1K
490. May December,2023,"['Dark Comedy', 'Psychological Drama', 'Drama']",1h 57m,6.8,R,66K
491. The Family Plan,2023,"['Action', 'Comedy']",1h 58m,6.3,PG-13,50K
492. Lost Ladies,2023,"['Comedy', 'Drama']",2h 2m,8.4,TV-14,47K
493. There's Something in the Barn,2023,"['Fairy Tale', 'Holiday Comedy', 'Supernatural Fantasy', 'Supernatural Horror', 'Comedy', 'Fantasy', 'Holiday', 'Horror']",1h 40m,5.5,R,6K
"494. Red, White & Royal Blue",2023,"['Romantic Comedy', 'Screwball Comedy', 'Steamy Romance', 'Comedy', 'Romance']",1h 58m,6.9,R,55K
495. The Naughty Nine,2023,"['Heist', 'Holiday Family', 'Adventure', 'Comedy', 'Crime', 'Family', 'Holiday']",1h 23m,5.3,TV-PG,2.4K
496. Tetris,2023,"['Docudrama', 'Biography', 'Drama', 'History', 'Thriller']",1h 58m,7.4,R,92K
497. Totally Killer,2023,"['Slasher Horror', 'Teen Horror', 'Time Travel', 'Comedy', 'Horror', 'Sci-Fi']",1h 46m,6.5,R,60K
498. Finestkind,2023,"['Crime', 'Drama', 'Thriller']",2h 6m,6.1,R,10K
499. Catching Dust,2023,['Thriller'],1h 36m,5.6,,412
500. Love at First Sight,2023,"['Drama', 'Romance']",1h 31m,6.8,PG-13,38K
501. Heart of Stone,2023,"['Spy', 'Action', 'Crime', 'Thriller']",2h 2m,5.7,PG-13,64K
502. Don't Turn Out the Lights,2023,['Horror'],1h 49m,3.5,,1.2K
503. EXmas,2023,"['Holiday Comedy', 'Comedy']",1h 33m,5.7,PG-13,6.3K
504. Infested,2023,"['Monster Horror', 'Horror']",1h 46m,6.2,Not Rated,11K
505. Extraction II,2023,"['Gun Fu', 'One-Person Army Action', 'Action', 'Crime', 'Thriller']",2h 2m,7.0,R,159K
506. Pain Hustlers,2023,"['Docudrama', 'Drug Crime', 'True Crime', 'Crime', 'Drama']",2h 3m,6.6,R,50K
507. Nowhere,2023,"['Survival', 'Drama', 'Thriller']",1h 49m,6.3,TV-MA,43K
508. The Three Musketeers - Part I: D'Artagnan,2023,"['Historical Epic', 'Swashbuckler', 'Action', 'Adventure', 'History']",2h 1m,6.7,Not Rated,23K
509. Leo,2023,"['Computer Animation', 'Satire', 'Adventure', 'Animation', 'Comedy', 'Family', 'Musical']",1h 42m,7.0,PG,41K
510. Knox Goes Away,2023,"['Crime', 'Thriller']",1h 54m,7.0,R,22K
511. Foe,2023,"['Psychological Thriller', 'Drama', 'Romance', 'Sci-Fi', 'Thriller']",1h 50m,5.4,R,12K
512. Asterix & Obelix: The Middle Kingdom,2023,"['Buddy Comedy', 'Adventure', 'Comedy', 'Family']",1h 52m,5.1,TV-PG,11K
513. To Catch a Killer,2023,"['Serial Killer', 'Action', 'Crime', 'Drama', 'Mystery', 'Thriller']",1h 59m,6.6,R,46K
"514. LaRoy, Texas",2023,"['Dark Comedy', 'Comedy', 'Crime', 'Thriller']",1h 52m,6.5,Unrated,6K
515. The Man in the White Van,2023,['Thriller'],1h 45m,6.1,PG-13,295
516. Chicken Run: Dawn of the Nugget,2023,"['Stop Motion Animation', 'Adventure', 'Animation', 'Comedy', 'Family']",1h 38m,6.3,PG,26K
517. Starve Acre,2023,"['Folk Horror', 'Drama', 'Horror']",1h 38m,5.4,,3.5K
518. No One Will Save You,2023,"['Alien Invasion', 'Psychological Thriller', 'Horror', 'Mystery', 'Sci-Fi', 'Thriller']",1h 33m,6.3,PG-13,72K
519. The Abyss,2023,"['Action', 'Drama', 'Thriller']",1h 43m,5.3,TV-MA,9.8K
520. Project Silence,2023,"['Disaster', 'Action', 'Horror', 'Sci-Fi', 'Thriller']",1h 41m,5.4,,2.5K
521. Sharper,2023,"['Psychological Drama', 'Crime', 'Drama', 'Thriller']",1h 56m,6.7,R,34K
522. Maestro,2023,"['Docudrama', 'Biography', 'Drama', 'History', 'Music', 'Romance']",2h 9m,6.5,R,66K
523. Beautiful Disaster,2023,"['Comedy', 'Drama', 'Romance']",1h 36m,5.3,R,15K
524. Luther: The Fallen Sun,2023,"['Psychological Thriller', 'Action', 'Crime', 'Drama', 'Mystery', 'Thriller']",2h 9m,6.4,R,68K
525. The Bricklayer,2023,"['Action', 'Thriller']",1h 50m,5.2,R,12K
526. Viduthalai: Part 1,2023,"['Action', 'Crime', 'Drama', 'Thriller']",2h 30m,8.3,,9.9K
527. Boston Strangler,2023,"['Docudrama', 'Serial Killer', 'True Crime', 'Crime', 'Drama', 'History', 'Thriller']",1h 52m,6.5,R,37K
528. Holiday in the Vineyards,2023,"['Holiday Romance', 'Romance']",1h 47m,6.2,PG,2.7K
529. Cobweb,2023,"['Psychological Horror', 'Psychological Thriller', 'Horror', 'Mystery', 'Thriller']",1h 28m,5.9,R,39K
530. Fast Charlie,2023,"['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']",1h 30m,6.0,,25K
531. Paradise,2023,"['Cyber Thriller', 'Dystopian Sci-Fi', 'Action', 'Sci-Fi', 'Thriller']",1h 57m,6.3,TV-MA,23K
532. After Everything,2023,"['Drama', 'Romance']",1h 33m,4.7,R,9.5K
533. The Girl Who Escaped: The Kara Robinson Story,2023,"['Crime', 'Drama', 'Thriller']",1h 28m,6.2,TV-14,4.7K
534. Dashing Through the Snow,2023,"['Holiday Comedy', 'Holiday Family', 'Comedy', 'Family', 'Fantasy', 'Holiday']",1h 32m,5.6,PG,4K
535. Jeanne du Barry,2023,"['Period Drama', 'Biography', 'Drama', 'History']",1h 57m,6.7,,14K
536. Homestead,2023,"['Drama', 'Thriller', 'Western']",1h 19m,4.2,,262
537. Teen Wolf: The Movie,2023,"['Dark Fantasy', 'Dark Romance', 'Teen Drama', 'Teen Fantasy', 'Teen Horror', 'Teen Romance', 'Werewolf Horror', 'Action', 'Drama', 'Fantasy']",2h 21m,5.5,TV-MA,15K
538. Nimona,2023,"['Adventure Epic', 'Computer Animation', 'Cyberpunk', 'Fantasy Epic', 'Quest', 'Sword & Sorcery', 'Action', 'Adventure', 'Animation', 'Comedy']",1h 41m,7.5,PG,55K
539. Locked In,2023,"['Psychological Thriller', 'Drama', 'Mystery', 'Thriller']",1h 36m,5.1,TV-MA,11K
540. The Land of Short Sentences,2023,"['Comedy', 'Drama']",1h 47m,6.0,,932
541. Cold Road,2023,['Thriller'],1h 40m,4.1,,255
542. A Creature Was Stirring,2023,['Horror'],1h 36m,4.6,R,1.2K
543. The Three Musketeers - Part II: Milady,2023,"['Swashbuckler', 'Action', 'Adventure', 'Drama', 'History']",1h 55m,6.4,,9.4K
544. Mr. Monk's Last Case: A Monk Movie,2023,"['Comedy', 'Crime', 'Mystery']",1h 37m,6.7,TV-PG,10K
545. Peter Pan & Wendy,2023,"['Adventure Epic', 'Fairy Tale', 'Fantasy Epic', 'Adventure', 'Family', 'Fantasy']",1h 46m,4.4,PG,29K
546. The Well,2023,['Horror'],1h 31m,5.0,,1.8K
547. Happiness for Beginners,2023,"['Romantic Comedy', 'Comedy', 'Drama', 'Romance']",1h 43m,6.1,TV-14,21K
548. The Burial,2023,"['Docudrama', 'Legal Drama', 'Drama']",2h 6m,7.1,R,39K
549. Murder Mystery 2,2023,"['Buddy Comedy', 'Bumbling Detective', 'Cozy Mystery', 'Slapstick', 'Action', 'Adventure', 'Comedy', 'Crime', 'Mystery', 'Romance']",1h 30m,5.7,PG-13,74K
550. The Mother,2023,"['One-Person Army Action', 'Action', 'Thriller']",1h 55m,5.6,R,50K
1. Inside Out 2,2024,"['Coming-of-Age', 'Computer Animation', 'Quest', 'Teen Comedy', 'Teen Drama', 'Adventure', 'Animation', 'Comedy', 'Drama', 'Family']",1h 36m,7.6,PG,194K
2. Deadpool & Wolverine,2024,"['Buddy Comedy', 'Dark Comedy', 'Raunchy Comedy', 'Superhero', 'Action', 'Adventure', 'Comedy', 'Sci-Fi']",2h 8m,7.6,R,441K
3. Wicked,2024,"['Fairy Tale', 'Pop Musical', 'Fantasy', 'Musical', 'Romance']",2h 40m,7.9,PG,90K
4. Moana 2,2024,"['Computer Animation', 'Sea Adventure', 'Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy', 'Musical']",1h 40m,7.0,PG,56K
5. Despicable Me 4,2024,"['Computer Animation', 'Urban Adventure', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Family', 'Sci-Fi']",1h 34m,6.2,PG,55K
6. Beetlejuice Beetlejuice,2024,"['Dark Comedy', 'Dark Fantasy', 'Slapstick', 'Supernatural Fantasy', 'Supernatural Horror', 'Comedy', 'Fantasy', 'Horror']",1h 45m,6.7,PG-13,127K
7. Dune: Part Two,2024,"['Action Epic', 'Desert Adventure', 'Epic', 'Sci-Fi Epic', 'Space Sci-Fi', 'Action', 'Adventure', 'Drama', 'Sci-Fi']",2h 46m,8.5,PG-13,574K
8. Twisters,2024,"['Disaster', 'Action', 'Adventure', 'Thriller']",2h 2m,6.5,PG-13,145K
9. Godzilla x Kong: The New Empire,2024,"['Action Epic', 'Dinosaur Adventure', 'Disaster', 'Globetrotting Adventure', 'Kaiju', 'Supernatural Fantasy', 'Action', 'Adventure', 'Fantasy', 'Sci-Fi']",1h 55m,6.1,PG-13,114K
10. Kung Fu Panda 4,2024,"['Animal Adventure', 'Computer Animation', 'Action', 'Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",1h 34m,6.3,PG,63K
11. Bad Boys: Ride or Die,2024,"['Action Epic', 'Buddy Comedy', 'Buddy Cop', 'Action', 'Adventure', 'Comedy', 'Crime', 'Thriller']",1h 55m,6.5,R,89K
12. Sonic the Hedgehog 3,2024,"['Animal Adventure', 'Globetrotting Adventure', 'Superhero', 'Supernatural Fantasy', 'Action', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Sci-Fi']",1h 50m,7.3,PG,20K
13. Kingdom of the Planet of the Apes,2024,"['Dystopian Sci-Fi', 'Sci-Fi Epic', 'Action', 'Adventure', 'Drama', 'Sci-Fi', 'Thriller']",2h 25m,6.9,PG-13,141K
14. Gladiator II,2024,"['Action Epic', 'Adventure Epic', 'Epic', 'Period Drama', 'Sword & Sandal', 'Action', 'Adventure', 'Drama']",2h 28m,6.7,R,151K
15. Mufasa: The Lion King,2024,"['Animal Adventure', 'Computer Animation', 'Adventure', 'Animation', 'Drama', 'Family', 'Fantasy', 'Musical']",1h 58m,6.7,PG,22K
16. It Ends with Us,2024,"['Drama', 'Romance']",2h 10m,6.4,PG-13,64K
17. The Wild Robot,2024,"['Computer Animation', 'Survival', 'Animation', 'Sci-Fi']",1h 42m,8.2,PG,109K
18. Venom: The Last Dance,2024,"['Alien Invasion', 'Kaiju', 'Road Trip', 'Superhero', 'Action', 'Adventure', 'Sci-Fi', 'Thriller']",1h 50m,6.0,PG-13,77K
19. A Quiet Place: Day One,2024,"['Alien Invasion', 'Monster Horror', 'Drama', 'Horror', 'Sci-Fi', 'Thriller']",1h 39m,6.3,PG-13,131K
20. Ghostbusters: Frozen Empire,2024,"['Supernatural Fantasy', 'Adventure', 'Comedy', 'Fantasy', 'Sci-Fi']",1h 55m,6.1,PG-13,88K
