Title,Year,Genres,Duration,Rating,MPA,Votes
15. Jason Bourne,2016,"['Action', 'Thriller']",2h 3m,6.6,PG-13,248K
16. Star Trek Beyond,2016,"['Space Sci-Fi', 'Action', 'Adventure', 'Sci-Fi', 'Thriller']",2h 2m,7.0,PG-13,263K
17. X-Men: Apocalypse,2016,"['Superhero', 'Action', 'Adventure', 'Sci-Fi']",2h 24m,6.8,PG-13,474K
18. Trolls,2016,"['Computer Animation', 'Jukebox Musical', 'Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy', 'Musical', 'Romance']",1h 32m,6.4,PG,95K
19. La La Land,2016,"['Pop Musical', 'Showbiz Drama', 'Comedy', 'Drama', 'Music', 'Musical', 'Romance']",2h 8m,8.0,PG-13,703K
20. Kung Fu Panda 3,2016,"['Animal Adventure', 'Computer Animation', 'Kung Fu', 'Martial Arts', 'Action', 'Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",1h 35m,7.1,PG,199K
21. Split,2016,"['Psychological Horror', 'Psychological Thriller', 'Horror', 'Thriller']",1h 57m,7.3,PG-13,579K
22. Ghostbusters,2016,"['Slapstick', 'Supernatural Fantasy', 'Action', 'Comedy', 'Fantasy', 'Sci-Fi']",1h 57m,6.8,PG-13,251K
23. Central Intelligence,2016,"['Buddy Cop', 'Action', 'Comedy', 'Crime']",1h 47m,6.3,PG-13,222K
24. The Legend of Tarzan,2016,"['Jungle Adventure', 'Action', 'Adventure', 'Drama', 'Fantasy', 'Romance']",1h 50m,6.2,PG-13,192K
25. Sully,2016,"['Disaster', 'Docudrama', 'Biography', 'Drama']",1h 36m,7.4,PG-13,307K
26. Bad Moms,2016,"['Slapstick', 'Comedy']",1h 40m,6.2,R,137K
27. The Angry Birds Movie,2016,"['Animal Adventure', 'Computer Animation', 'Action', 'Adventure', 'Animation', 'Comedy', 'Family']",1h 37m,6.3,PG,108K
28. Independence Day: Resurgence,2016,"['Adventure Epic', 'Alien Invasion', 'Action', 'Adventure', 'Sci-Fi']",2h,5.2,PG-13,193K
29. The Conjuring 2,2016,"['Supernatural Horror', 'Horror', 'Mystery', 'Thriller']",2h 14m,7.3,R,313K
30. Arrival,2016,"['Alien Invasion', 'Psychological Drama', 'Sci-Fi Epic', 'Drama', 'Mystery', 'Sci-Fi']",1h 56m,7.9,PG-13,800K
31. Passengers,2016,"['Space Sci-Fi', 'Drama', 'Romance', 'Sci-Fi', 'Thriller']",1h 56m,7.0,PG-13,466K
32. Sausage Party,2016,"['Adult Animation', 'Computer Animation', 'Raunchy Comedy', 'Adventure', 'Animation', 'Comedy', 'Fantasy']",1h 29m,6.1,R,216K
33. The Magnificent Seven,2016,"['Period Drama', 'Action', 'Adventure', 'Drama', 'Western']",2h 12m,6.9,PG-13,234K
34. Ride Along 2,2016,"['Buddy Cop', 'Action', 'Comedy', 'Crime']",1h 42m,5.9,PG-13,65K
35. Don't Breathe,2016,"['Psychological Horror', 'Crime', 'Horror', 'Thriller']",1h 28m,7.1,R,313K
36. Miss Peregrine's Home for Peculiar Children,2016,"['Dark Fantasy', 'Supernatural Fantasy', 'Teen Adventure', 'Adventure', 'Drama', 'Family', 'Fantasy', 'Thriller']",2h 7m,6.7,PG-13,197K
37. The Accountant,2016,"['Conspiracy Thriller', 'Martial Arts', 'One-Person Army Action', 'Action', 'Crime', 'Drama', 'Thriller']",2h 8m,7.3,R,334K
38. Teenage Mutant Ninja Turtles: Out of the Shadows,2016,"['Superhero', 'Action', 'Adventure', 'Comedy', 'Crime', 'Fantasy', 'Sci-Fi']",1h 52m,5.9,PG-13,102K
39. The Purge: Election Year,2016,"['Dark Comedy', 'Action', 'Horror', 'Sci-Fi', 'Thriller']",1h 48m,6.0,R,114K
40. Alice Through the Looking Glass,2016,"['Fairy Tale', 'Quest', 'Adventure', 'Family', 'Fantasy', 'Mystery']",1h 53m,6.2,PG,127K
41. Pete's Dragon,2016,"['Action', 'Adventure', 'Comedy', 'Drama', 'Family', 'Fantasy']",1h 42m,6.7,PG,63K
42. The Girl on the Train,2016,"['Psychological Drama', 'Psychological Thriller', 'Whodunnit', 'Crime', 'Drama', 'Mystery', 'Thriller']",1h 52m,6.5,R,203K
43. Boo! A Madea Halloween,2016,"['Supernatural Horror', 'Zombie Horror', 'Comedy', 'Drama', 'Horror', 'Mystery']",1h 43m,4.7,PG-13,9.6K
44. Storks,2016,"['Animal Adventure', 'Computer Animation', 'Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",1h 27m,6.8,PG,69K
45. 10 Cloverfield Lane,2016,"['Psychological Horror', 'Psychological Thriller', 'Drama', 'Horror', 'Sci-Fi', 'Thriller']",1h 43m,7.2,PG-13,366K
46. Lights Out,2016,"['Supernatural Horror', 'Horror', 'Mystery']",1h 21m,6.3,PG-13,146K
47. Hacksaw Ridge,2016,"['Docudrama', 'Epic', 'Period Drama', 'War Epic', 'Biography', 'Drama', 'History', 'War']",2h 19m,8.1,R,622K
48. Allegiant,2016,"['Action', 'Adventure', 'Mystery', 'Sci-Fi', 'Thriller']",2h,5.7,PG-13,139K
49. Now You See Me 2,2016,"['Caper', 'Action', 'Adventure', 'Comedy', 'Crime', 'Mystery', 'Thriller']",2h 9m,6.4,PG-13,332K
50. Ice Age: Collision Course,2016,"['Animal Adventure', 'Computer Animation', 'Adventure', 'Animation', 'Comedy', 'Family', 'Sci-Fi']",1h 34m,5.7,PG,79K
51. The Boss,2016,['Comedy'],1h 39m,5.4,R,50K
52. London Has Fallen,2016,"['Action', 'Thriller']",1h 39m,5.9,R,173K
53. Miracles from Heaven,2016,"['Biography', 'Drama', 'Family']",1h 49m,7.1,PG,29K
54. Deepwater Horizon,2016,"['Disaster', 'Docudrama', 'Tragedy', 'Action', 'Drama', 'History', 'Thriller']",1h 47m,7.1,PG-13,188K
55. Why Him?,2016,['Comedy'],1h 51m,6.2,R,129K
56. My Big Fat Greek Wedding 2,2016,"['Romantic Comedy', 'Comedy', 'Romance']",1h 34m,6.0,PG-13,36K
57. Jack Reacher: Never Go Back,2016,"['Conspiracy Thriller', 'One-Person Army Action', 'Action', 'Drama', 'Thriller']",1h 58m,6.2,PG-13,183K
58. Fences,2016,"['Period Drama', 'Drama']",2h 19m,7.2,PG-13,121K
59. Me Before You,2016,"['Feel-Good Romance', 'Drama', 'Romance']",1h 50m,7.4,PG-13,303K
60. The BFG,2016,"['Adventure', 'Family', 'Fantasy']",1h 57m,6.3,PG,96K
61. Neighbors 2: Sorority Rising,2016,['Comedy'],1h 32m,5.7,R,133K
62. The Shallows,2016,"['Drama', 'Horror', 'Thriller']",1h 26m,6.3,PG-13,148K
63. Office Christmas Party,2016,"['Holiday Comedy', 'Raunchy Comedy', 'Comedy', 'Holiday']",1h 45m,5.9,R,91K
64. Assassin's Creed,2016,"['Action', 'Adventure', 'Sci-Fi']",1h 55m,5.6,PG-13,212K
65. Barbershop: The Next Cut,2016,"['Comedy', 'Drama']",1h 51m,5.9,PG-13,16K
66. 13 Hours: The Secret Soldiers of Benghazi,2016,"['Action', 'Drama', 'History', 'Thriller', 'War']",2h 24m,7.3,R,168K
67. Lion,2016,"['Coming-of-Age', 'Biography', 'Drama']",1h 58m,8.0,PG-13,257K
68. The Huntsman: Winter's War,2016,"['Dark Fantasy', 'Fairy Tale', 'Action', 'Adventure', 'Drama', 'Fantasy', 'Romance', 'Sci-Fi', 'War']",1h 54m,6.1,PG-13,122K
69. Kubo and the Two Strings,2016,"['Adventure Epic', 'Fantasy Epic', 'Quest', 'Samurai', 'Stop Motion Animation', 'Sword & Sorcery', 'Action', 'Adventure', 'Animation', 'Family']",1h 41m,7.7,PG,141K
70. Manchester by the Sea,2016,"['Psychological Drama', 'Tragedy', 'Drama']",2h 17m,7.8,R,326K
71. Warcraft,2016,"['Dark Fantasy', 'Fantasy Epic', 'Action', 'Adventure', 'Fantasy']",2h 3m,6.7,PG-13,286K
72. How to Be Single,2016,"['Romantic Comedy', 'Comedy', 'Drama', 'Romance']",1h 50m,6.1,R,96K
73. Mike and Dave Need Wedding Dates,2016,"['Romantic Comedy', 'Comedy', 'Romance']",1h 38m,6.0,R,97K
74. The Great Wall,2016,"['Action', 'Adventure', 'Fantasy', 'Thriller']",1h 43m,5.9,PG-13,152K
75. War Dogs,2016,"['Dark Comedy', 'True Crime', 'Biography', 'Comedy', 'Crime', 'Drama', 'War']",1h 54m,7.1,R,271K
76. Almost Christmas,2016,"['Holiday Comedy', 'Holiday Romance', 'Comedy', 'Drama', 'Holiday', 'Romance']",1h 51m,6.2,PG-13,8.7K
77. Money Monster,2016,"['Conspiracy Thriller', 'Dark Comedy', 'Political Thriller', 'Action', 'Crime', 'Drama', 'Mystery', 'Thriller', 'Financial Drama']",1h 38m,6.5,R,108K
78. Allied,2016,"['Period Drama', 'Romantic Epic', 'Spy', 'Tragedy', 'Tragic Romance', 'War Epic', 'Action', 'Drama', 'Romance', 'Thriller']",2h 4m,7.1,R,174K
79. Nerve,2016,"['Cyber Thriller', 'Teen Adventure', 'Teen Drama', 'Urban Adventure', 'Adventure', 'Crime', 'Drama', 'Thriller']",1h 36m,6.5,PG-13,143K
80. Risen,2016,"['Historical Epic', 'Period Drama', 'Sword & Sandal', 'Action', 'Drama', 'History', 'Mystery']",1h 47m,6.3,PG-13,31K
81. The Nice Guys,2016,"['Buddy Cop', 'Bumbling Detective', 'Slapstick', 'Action', 'Comedy', 'Crime', 'Thriller']",1h 56m,7.4,R,387K
82. The Boy,2016,"['Supernatural Horror', 'Horror', 'Mystery', 'Thriller']",1h 37m,6.0,PG-13,105K
83. Dirty Grandpa,2016,"['Buddy Comedy', 'Raunchy Comedy', 'Road Trip', 'Comedy']",1h 42m,5.9,R,136K
84. Ouija: Origin of Evil,2016,"['Drama', 'Horror', 'Mystery', 'Thriller']",1h 39m,6.2,PG-13,78K
85. The 5th Wave,2016,"['Alien Invasion', 'Coming-of-Age', 'Dystopian Sci-Fi', 'Survival', 'Action', 'Adventure', 'Sci-Fi', 'Thriller']",1h 52m,5.2,PG-13,120K
86. Inferno,2016,"['Action', 'Adventure', 'Crime', 'Drama', 'Mystery', 'Thriller']",2h 1m,6.2,PG-13,194K
87. Monster Trucks,2016,"['Car Action', 'Teen Adventure', 'Action', 'Adventure', 'Comedy', 'Family', 'Sci-Fi']",1h 44m,5.7,PG,19K
88. Mother's Day,2016,"['Feel-Good Romance', 'Romantic Comedy', 'Comedy', 'Drama', 'Romance']",1h 58m,5.7,PG-13,41K
89. Patriots Day,2016,"['Dark Comedy', 'Police Procedural', 'True Crime', 'Action', 'Crime', 'Drama', 'History', 'Thriller']",2h 13m,7.3,R,116K
90. Gods of Egypt,2016,"['Desert Adventure', 'Fantasy Epic', 'Supernatural Fantasy', 'Sword & Sandal', 'Action', 'Adventure', 'Drama', 'Fantasy']",2h 7m,5.4,PG-13,129K
91. Collateral Beauty,2016,"['Drama', 'Romance']",1h 37m,6.8,PG-13,107K
"92. Hail, Caesar!",2016,"['Satire', 'Showbiz Drama', 'Comedy', 'Drama', 'Mystery']",1h 46m,6.3,PG-13,146K
93. Underworld: Blood Wars,2016,"['Dark Fantasy', 'Action', 'Fantasy', 'Horror', 'Thriller']",1h 31m,5.8,R,83K
94. When the Bough Breaks,2016,"['Erotic Thriller', 'Drama', 'Thriller']",1h 47m,5.2,PG-13,8.3K
95. Zoolander 2,2016,"['Slapstick', 'Action', 'Adventure', 'Comedy', 'Mystery', 'Romance']",1h 41m,4.7,PG-13,78K
96. Moonlight,2016,"['Coming-of-Age', 'Drama']",1h 51m,7.4,R,338K
97. The Finest Hours,2016,"['Disaster', 'Action', 'Drama', 'History', 'Thriller']",1h 57m,6.7,PG-13,72K
98. Florence Foster Jenkins,2016,"['Biography', 'Comedy', 'Drama', 'Music']",1h 51m,6.8,PG-13,61K
99. Hell or High Water,2016,"['Contemporary Western', 'Heist', 'Police Procedural', 'Tragedy', 'Crime', 'Drama', 'Thriller', 'Western']",1h 42m,7.6,R,261K
100. Resident Evil: The Final Chapter,2016,"['Supernatural Horror', 'Zombie Horror', 'Action', 'Horror', 'Sci-Fi']",1h 47m,5.5,R,104K
101. The Forest,2016,"['Supernatural Horror', 'Horror', 'Mystery', 'Thriller']",1h 33m,4.8,PG-13,46K
102. Ben-Hur,2016,"['Action Epic', 'Epic', 'Romantic Epic', 'Sword & Sandal', 'Action', 'Adventure', 'Drama', 'Romance']",2h 3m,5.7,PG-13,48K
103. Leap!,2016,"['Computer Animation', 'Adventure', 'Animation', 'Comedy', 'Family', 'Music']",1h 29m,6.8,PG,25K
104. Bridget Jones's Baby,2016,"['Romantic Comedy', 'Comedy', 'Drama', 'Romance']",2h 3m,6.4,R,84K
105. Kevin Hart: What Now?,2016,"['Stand-Up', 'Comedy', 'Documentary']",1h 36m,6.0,R,10K
106. Whiskey Tango Foxtrot,2016,"['Dark Comedy', 'Biography', 'Comedy', 'Drama', 'War']",1h 52m,6.6,R,58K
107. Snowden,2016,"['True Crime', 'Biography', 'Crime', 'Drama', 'Thriller']",2h 14m,7.3,R,167K
108. Mechanic: Resurrection,2016,"['Action', 'Adventure', 'Thriller']",1h 38m,5.7,R,97K
109. Free State of Jones,2016,"['Action', 'Biography', 'Drama', 'History', 'War', 'Western']",2h 19m,6.9,R,65K
110. Blair Witch,2016,"['Found Footage Horror', 'Supernatural Horror', 'Witch Horror', 'Horror', 'Mystery', 'Thriller']",1h 29m,5.0,R,51K
111. God's Not Dead 2,2016,"['Legal Drama', 'Drama']",2h,4.3,PG,14K
112. Keanu,2016,"['Buddy Comedy', 'Action', 'Comedy', 'Crime']",1h 40m,6.2,R,53K
113. Middle School: The Worst Years of My Life,2016,"['Comedy', 'Family']",1h 32m,6.1,PG,10K
114. Nine Lives,2016,"['Body Swap Comedy', 'Comedy', 'Drama', 'Family', 'Fantasy']",1h 27m,5.3,PG,25K
115. Race,2016,"['Docudrama', 'Biography', 'Drama', 'Sport']",2h 14m,7.1,PG-13,42K
116. The Choice,2016,"['Drama', 'Romance']",1h 51m,6.5,PG-13,47K
117. Bad Santa 2,2016,"['Holiday Comedy', 'Comedy', 'Crime', 'Drama', 'Holiday', 'Mystery']",1h 32m,5.6,R,30K
118. Norm of the North,2016,"['Computer Animation', 'Slapstick', 'Adventure', 'Animation', 'Comedy', 'Family']",1h 30m,3.4,PG,10K
119. The Birth of a Nation,2016,"['Biography', 'Drama', 'History']",2h,6.5,R,22K
120. A Beautiful Planet,2016,['Documentary'],46m,7.3,G,1.5K
121. The Infiltrator,2016,"['Drug Crime', 'True Crime', 'Biography', 'Crime', 'Drama', 'Thriller']",2h 7m,7.0,R,81K
122. Keeping Up with the Joneses,2016,"['Action', 'Comedy']",1h 45m,5.9,PG-13,70K
123. Criminal,2016,"['Spy', 'Action', 'Sci-Fi', 'Thriller']",1h 53m,6.3,R,72K
124. The Edge of Seventeen,2016,"['Coming-of-Age', 'Teen Comedy', 'Teen Drama', 'Comedy', 'Drama']",1h 44m,7.3,R,144K
125. Love & Friendship,2016,"['Costume Drama', 'Period Drama', 'Comedy', 'Drama', 'Romance']",1h 30m,6.4,PG,27K
126. Jackie,2016,"['Tragedy', 'Biography', 'Drama']",1h 40m,6.6,R,85K
127. Born in China,2016,"['Nature Documentary', 'Documentary']",1h 19m,7.2,G,4.2K
128. Hillary's America: The Secret History of the Democratic Party,2016,"['Biography', 'Documentary', 'History']",1h 46m,4.8,PG-13,8.1K
129. The Founder,2016,"['Docudrama', 'Period Drama', 'Workplace Drama', 'Biography', 'Drama', 'Financial Drama']",1h 55m,7.2,PG-13,187K
130. Triple 9,2016,"['Heist', 'Crime', 'Drama', 'Thriller']",1h 55m,6.3,R,79K
131. The Light Between Oceans,2016,"['Drama', 'Romance']",2h 13m,7.2,PG-13,61K
132. Dangal,2016,"['Action', 'Biography', 'Drama', 'Sport']",2h 41m,8.3,Not Rated,221K
133. Fifty Shades of Black,2016,"['Parody', 'Slapstick', 'Comedy']",1h 32m,3.5,R,24K
134. No Manches Frida,2016,"['Comedy', 'Romance']",1h 54m,5.5,PG-13,2.8K
135. Café Society,2016,"['Period Drama', 'Romantic Comedy', 'Comedy', 'Drama', 'Romance']",1h 36m,6.6,PG-13,83K
136. Pride and Prejudice and Zombies,2016,"['Dark Comedy', 'Zombie Horror', 'Action', 'Comedy', 'Fantasy', 'Horror', 'Romance']",1h 48m,5.8,PG-13,62K
137. The Darkness,2016,"['Supernatural Horror', 'Horror', 'Thriller']",1h 32m,4.5,PG-13,17K
138. Nocturnal Animals,2016,"['Psychological Thriller', 'Tragedy', 'Drama', 'Thriller']",1h 56m,7.4,R,324K
139. Live by Night,2016,"['Dark Comedy', 'Gangster', 'Action', 'Crime', 'Drama', 'Thriller']",2h 9m,6.4,R,61K
140. The Belko Experiment,2016,"['Dark Comedy', 'Horror', 'Thriller']",1h 29m,6.2,R,62K
141. The Perfect Match,2016,"['Comedy', 'Romance']",1h 36m,4.9,R,4.5K
142. Popstar: Never Stop Never Stopping,2016,"['Mockumentary', 'Comedy', 'Drama', 'Music', 'Musical']",1h 27m,6.7,R,70K
143. Rock Dog,2016,"['Computer Animation', 'Adventure', 'Animation', 'Comedy', 'Family', 'Music']",1h 30m,6.0,PG,6.2K
144. Meet the Blacks,2016,"['Parody', 'Comedy', 'Horror']",1h 34m,4.8,R,38K
145. Queen of Katwe,2016,"['Biography', 'Drama', 'Sport']",2h 4m,7.4,PG,19K
146. Ratchet & Clank,2016,"['Buddy Comedy', 'Computer Animation', 'Action', 'Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy', 'Sci-Fi']",1h 34m,5.5,PG,12K
147. The Lost City of Z,2016,"['Adventure Epic', 'Docudrama', 'Epic', 'Jungle Adventure', 'Period Drama', 'Adventure', 'Biography', 'Drama', 'History']",2h 21m,6.6,PG-13,102K
148. The Promise,2016,"['Action', 'Adventure', 'Drama', 'War']",2h 13m,6.1,PG-13,179K
149. A Cure for Wellness,2016,"['Psychological Horror', 'Psychological Thriller', 'Drama', 'Fantasy', 'Horror', 'Mystery', 'Sci-Fi', 'Thriller']",2h 26m,6.4,R,113K
150. The Wild Life,2016,"['Animal Adventure', 'Computer Animation', 'Swashbuckler', 'Adventure', 'Animation', 'Comedy', 'Family']",1h 31m,5.4,PG,6.8K
151. Loving,2016,"['Biography', 'Drama', 'Romance']",2h 3m,7.0,PG-13,38K
152. Gold,2016,"['Jungle Adventure', 'True Crime', 'Biography', 'Crime', 'Drama', 'Mystery']",2h,6.7,R,71K
153. I Am Not Your Negro,2016,"['History Documentary', 'Documentary', 'History']",1h 33m,7.9,PG-13,24K
154. Silence,2016,"['Period Drama', 'Drama', 'History']",2h 41m,7.2,R,126K
155. Birth of the Dragon,2016,"['Martial Arts', 'Action', 'Biography', 'Drama']",1h 35m,5.7,PG-13,9K
156. Shut In,2016,"['Drama', 'Horror', 'Mystery', 'Thriller']",1h 31m,4.8,PG-13,15K
157. The Brothers Grimsby,2016,"['Buddy Cop', 'Dark Comedy', 'Farce', 'Satire', 'Slapstick', 'Action', 'Adventure', 'Comedy', 'Crime']",1h 23m,6.2,R,114K
158. The Young Messiah,2016,"['Drama', 'Fantasy']",1h 51m,5.7,PG-13,4K
159. Southside with You,2016,"['Biography', 'Drama', 'History', 'Romance']",1h 24m,6.3,PG-13,10K
160. Lowriders,2016,"['Adventure', 'Crime', 'Drama']",1h 38m,5.7,PG-13,2.8K
161. Sultan,2016,"['Action', 'Drama', 'Romance', 'Sport']",2h 50m,7.1,Not Rated,54K
162. Maudie,2016,"['Biography', 'Drama', 'Romance']",1h 55m,7.6,PG-13,24K
163. Captain Fantastic,2016,"['Coming-of-Age', 'Quirky Comedy', 'Road Trip', 'Teen Comedy', 'Teen Drama', 'Comedy', 'Drama']",1h 58m,7.8,R,241K
164. 20th Century Women,2016,"['Coming-of-Age', 'Comedy', 'Drama']",1h 59m,7.3,R,51K
165. Paris Can Wait,2016,"['Road Trip', 'Comedy', 'Drama', 'Romance']",1h 32m,5.8,PG,10K
166. Hunt for the Wilderpeople,2016,"['Buddy Comedy', 'Coming-of-Age', 'Quirky Comedy', 'Survival', 'Adventure', 'Comedy', 'Drama']",1h 41m,7.8,PG-13,146K
167. Bleed for This,2016,"['Boxing', 'Biography', 'Drama', 'Sport']",1h 57m,6.8,R,32K
168. Your Name.,2016,"['Anime', 'Shōjo', 'Animation', 'Drama', 'Fantasy', 'Romance']",1h 46m,8.4,,344K
169. Incarnate,2016,"['Supernatural Horror', 'Horror', 'Thriller']",1h 27m,5.3,PG-13,14K
170. Absolutely Fabulous: The Movie,2016,"['Comedy', 'Crime']",1h 31m,5.4,R,13K
171. Hands of Stone,2016,"['Boxing', 'Biography', 'Drama', 'Sport']",1h 51m,6.6,R,18K
172. Don't Think Twice,2016,"['Comedy', 'Drama']",1h 32m,6.7,R,18K
173. Ae Dil Hai Mushkil,2016,"['Drama', 'Music', 'Musical', 'Romance']",2h 38m,5.9,Not Rated,27K
174. A Hologram for the King,2016,"['Comedy', 'Drama', 'Romance']",1h 38m,6.1,R,48K
175. Swiss Army Man,2016,"['Buddy Comedy', 'Dark Comedy', 'Comedy', 'Drama', 'Fantasy', 'Romance']",1h 37m,6.9,R,136K
176. Denial,2016,"['Biography', 'Drama']",1h 49m,6.8,PG-13,24K
177. Sleight,2016,"['Crime', 'Drama', 'Sci-Fi']",1h 29m,5.9,R,9.4K
178. Morgan,2016,"['Artificial Intelligence', 'Action', 'Horror', 'Sci-Fi', 'Thriller']",1h 32m,5.8,R,47K
179. Kabali,2016,"['Gangster', 'One-Person Army Action', 'Action', 'Crime', 'Drama']",2h 33m,6.1,Not Rated,15K
180. A United Kingdom,2016,"['Biography', 'Drama', 'History', 'Romance']",1h 51m,6.9,PG-13,17K
181. Max Steel,2016,"['Superhero', 'Action', 'Adventure', 'Fantasy', 'Sci-Fi']",1h 32m,4.6,PG-13,21K
182. Norman,2016,"['Political Drama', 'Political Thriller', 'Drama', 'Thriller']",1h 58m,6.1,R,6.7K
183. Batman: The Killing Joke,2016,"['Adult Animation', 'Hand-Drawn Animation', 'Superhero', 'Action', 'Animation', 'Crime', 'Drama', 'Thriller']",1h 16m,6.4,Not Rated,63K
184. Friend Request,2016,"['Horror', 'Mystery', 'Thriller']",1h 32m,5.2,R,28K
185. A Monster Calls,2016,"['Dark Fantasy', 'Adventure', 'Drama', 'Family', 'Fantasy', 'Horror']",1h 48m,7.4,PG-13,96K
186. Midnight Special,2016,"['Drama', 'Mystery', 'Sci-Fi', 'Thriller']",1h 52m,6.6,PG-13,85K
187. Rules Don't Apply,2016,"['Comedy', 'Drama', 'Romance']",2h 7m,5.7,PG-13,12K
188. Their Finest,2016,"['Showbiz Drama', 'Comedy', 'Drama', 'Romance', 'War']",1h 57m,6.8,R,22K
189. Miss Sloane,2016,"['Political Drama', 'Drama']",2h 12m,7.5,R,85K
190. Indignation,2016,"['Coming-of-Age', 'Period Drama', 'Drama', 'Romance']",1h 50m,6.7,R,13K
191. Everybody Wants Some!!,2016,['Comedy'],1h 57m,6.9,R,62K
192. Sing Street,2016,"['Coming-of-Age', 'Comedy', 'Drama', 'Music', 'Romance']",1h 46m,7.9,PG-13,103K
193. The Mermaid,2016,"['Comedy', 'Drama', 'Fantasy', 'Romance']",1h 34m,6.2,R,10K
194. The Eagle Huntress,2016,"['Mountain Adventure', 'Adventure', 'Documentary', 'Sport']",1h 27m,7.5,G,4.2K
195. Our Kind of Traitor,2016,"['Action', 'Crime', 'Drama', 'Thriller']",1h 48m,6.2,R,24K
196. Compadres,2016,"['Action', 'Comedy', 'Crime']",1h 41m,4.8,R,1.2K
197. Colossal,2016,"['Dark Comedy', 'Kaiju', 'Comedy', 'Drama', 'Fantasy', 'Sci-Fi']",1h 49m,6.2,R,71K
198. The Other Side of the Door,2016,"['Horror', 'Thriller']",1h 36m,5.3,R,20K
199. Anthropoid,2016,"['Action', 'Drama', 'History', 'Romance', 'Thriller', 'War']",2h,7.2,R,56K
200. The Beatles: Eight Days a Week - The Touring Years,2016,"['History Documentary', 'Documentary', 'History', 'Music']",1h 46m,7.8,Not Rated,14K
201. Kedi,2016,['Documentary'],1h 19m,7.6,Not Rated,16K
202. Kapoor & Sons,2016,"['Comedy', 'Crime', 'Drama', 'Family', 'Romance']",2h 12m,7.7,Not Rated,29K
203. LBJ,2016,"['Political Drama', 'Biography', 'Drama', 'History']",1h 38m,6.5,R,8K
204. The Disappointments Room,2016,"['Drama', 'Horror', 'Thriller']",1h 31m,3.9,R,11K
205. The Salesman,2016,"['Drama', 'Thriller']",2h 4m,7.7,PG-13,66K
206. Hillsong: Let Hope Rise,2016,"['Documentary', 'Family', 'Music']",1h 43m,6.1,PG,926
207. Dear Zindagi,2016,"['Drama', 'Romance']",2h 31m,7.4,Not Rated,45K
208. Elle,2016,"['Tragedy', 'Workplace Drama', 'Crime', 'Drama', 'Thriller']",2h 10m,7.1,R,72K
209. A Aa,2016,"['Comedy', 'Drama', 'Romance']",2h 32m,6.8,,4K
210. Fan,2016,"['Action', 'Thriller']",2h 22m,6.8,Not Rated,50K
211. Collide,2016,"['Caper', 'Car Action', 'Dark Comedy', 'Action', 'Adventure', 'Crime', 'Mystery', 'Thriller']",1h 39m,5.7,PG-13,18K
212. The Patriarch,2016,['Comedy'],1h 34m,6.9,PG-13,1.3K
213. Paterson,2016,"['Feel-Good Romance', 'Comedy', 'Drama', 'Romance']",1h 58m,7.3,R,91K
214. Train to Busan,2016,"['Tragedy', 'Zombie Horror', 'Action', 'Horror', 'Thriller']",1h 58m,7.6,Not Rated,275K
215. I'm Not Ashamed,2016,"['Biography', 'Drama']",1h 52m,5.8,PG-13,4.3K
216. The Handmaiden,2016,"['Dark Romance', 'Erotic Thriller', 'Psychological Thriller', 'Steamy Romance', 'Drama', 'Romance', 'Thriller']",2h 25m,8.1,Not Rated,183K
217. Greater,2016,"['Football', 'Biography', 'Family', 'Sport']",2h 10m,7.4,PG,8.9K
218. Shin Godzilla,2016,"['Body Horror', 'Dinosaur Adventure', 'Disaster', 'Kaiju', 'Monster Horror', 'Supernatural Horror', 'Tragedy', 'Action', 'Drama', 'Horror']",2h,6.8,Not Rated,40K
219. A Quiet Passion,2016,"['Tragedy', 'Biography', 'Drama']",2h 5m,6.4,PG-13,6.5K
220. M.S. Dhoni: The Untold Story,2016,"['Biography', 'Drama', 'Sport']",3h 4m,8.0,Not Rated,71K
221. Free Fire,2016,"['Dark Comedy', 'Action', 'Comedy', 'Crime', 'Thriller']",1h 31m,6.3,R,52K
222. Find a Boyfriend for My Wife... PLEASE!,2016,"['Comedy', 'Romance']",1h 32m,5.7,PG-13,528
223. Billy Lynn's Long Halftime Walk,2016,"['Dark Comedy', 'Action', 'Drama', 'Sport', 'Thriller', 'War']",1h 53m,6.2,R,24K
"224. To Joey, with Love",2016,['Documentary'],1h 30m,8.3,Not Rated,196
225. Weiner,2016,"['Political Documentary', 'Documentary']",1h 36m,7.6,R,11K
226. The Comedian,2016,"['Comedy', 'Drama', 'Romance']",2h,5.8,R,8.3K
227. Equity,2016,"['Drama', 'Financial Drama']",1h 40m,5.6,R,3.9K
228. Neerja,2016,"['Biography', 'Drama', 'Thriller']",2h 2m,7.6,Not Rated,24K
229. Priceless,2016,"['Crime', 'Drama', 'Romance', 'Thriller']",1h 37m,6.0,PG-13,4.3K
230. Julieta,2016,"['Tragic Romance', 'Drama', 'Mystery', 'Romance']",1h 39m,7.1,R,34K
231. Toni Erdmann,2016,"['Comedy', 'Drama']",2h 42m,7.3,R,53K
232. The Wedding Plan,2016,"['Comedy', 'Romance']",1h 50m,6.5,PG,1.6K
233. Genius,2016,"['Biography', 'Drama']",1h 44m,6.5,PG-13,22K
