"open","high","low","close","volume","adj_high","adj_low","adj_close","adj_open","adj_volume","symbol","exchange","date"
"1515.97","1523.78","1505.0","1516.24","998010.0","1523.78","1505.0","1516.24","1515.97","998010.0","GOOGL","XNAS","2020-08-17T00:00:00+0000"
"1513.61","1519.785","1499.0","1504.63","1097059.0","1519.785","1499.0","1504.63","1513.61","1097059.0","GOOGL","XNAS","2020-08-14T00:00:00+0000"
"1508.21","1536.9744","1508.21","1516.65","1119711.0","1536.9744","1508.21","1516.65","1508.21","1119711.0","GOOGL","XNAS","2020-08-13T00:00:00+0000"
"1487.1245","1511.67","1485.0","1507.24","1126560.0","1511.67","1485.0","1507.24","1487.1245","1126560.0","GOOGL","XNAS","2020-08-12T00:00:00+0000"
"1494.0","1510.44","1478.19","1480.54","1554853.0","1510.44","1478.19","1480.54","1494.0","1554853.0","GOOGL","XNAS","2020-08-11T00:00:00+0000"
"134.08","134.74","131.72","132.69","99116586.0","134.74","131.72","132.69","134.08","99116586.0","AAPL","XNAS","2020-12-31T00:00:00+0000"
"135.58","135.99","133.4","133.72","96452124.0","135.99","133.4","133.72","135.58","96452124.0","AAPL","XNAS","2020-12-30T00:00:00+0000"
"138.05","138.789","134.3409","134.87","121047324.0","138.789","134.3409","134.87","138.05","121047324.0","AAPL","XNAS","2020-12-29T00:00:00+0000"
"133.99","137.34","133.51","136.69","123124632.0","137.34","133.51","136.69","133.99","123124632.0","AAPL","XNAS","2020-12-28T00:00:00+0000"
"131.32","133.46","131.1","131.97","54930064.0","133.46","131.1","131.97","131.32","54930064.0","AAPL","XNAS","2020-12-24T00:00:00+0000"
"132.16","132.43","130.78","130.96","88223692.0","132.43","130.78","130.96","132.16","88223692.0","AAPL","XNAS","2020-12-23T00:00:00+0000"
"131.61","134.405","129.65","131.88","169351825.0","134.405","129.65","131.88","131.61","169351825.0","AAPL","XNAS","2020-12-22T00:00:00+0000"
"125.02","128.31","123.449","128.23","121251553.0","128.31","123.449","128.23","125.02","121251553.0","AAPL","XNAS","2020-12-21T00:00:00+0000"
"128.96","129.1","126.12","126.655","192541496.0","129.1","126.12","126.655","128.96","192541496.0","AAPL","XNAS","2020-12-18T00:00:00+0000"
"128.9","129.58","128.045","128.7","94359811.0","129.58","128.045","128.7","128.9","94359811.0","AAPL","XNAS","2020-12-17T00:00:00+0000"
"127.41","128.37","126.56","127.81","98208591.0","128.37","126.56","127.81","127.41","98208591.0","AAPL","XNAS","2020-12-16T00:00:00+0000"
"124.34","127.9","124.13","127.88","157572262.0","127.9","124.13","127.88","124.34","157572262.0","AAPL","XNAS","2020-12-15T00:00:00+0000"
"122.6","123.35","121.54","121.78","79075988.0","123.35","121.54","121.78","122.6","79075988.0","AAPL","XNAS","2020-12-14T00:00:00+0000"
"122.43","122.76","120.55","122.41","86939786.0","122.76","120.55","122.41","122.43","86939786.0","AAPL","XNAS","2020-12-11T00:00:00+0000"
"120.5","123.87","120.15","123.24","81312170.0","123.87","120.15","123.24","120.5","81312170.0","AAPL","XNAS","2020-12-10T00:00:00+0000"
"124.53","125.95","121.0","121.78","115089193.0","125.95","121.0","121.78","124.53","115089193.0","AAPL","XNAS","2020-12-09T00:00:00+0000"
"124.37","124.98","123.09","124.38","82225512.0","124.98","123.09","124.38","124.37","82225512.0","AAPL","XNAS","2020-12-08T00:00:00+0000"
"122.31","124.57","122.25","123.75","86711990.0","124.57","122.25","123.75","122.31","86711990.0","AAPL","XNAS","2020-12-07T00:00:00+0000"
"122.6","122.8608","121.52","122.25","78260421.0","122.8608","121.52","122.25","122.6","78260421.0","AAPL","XNAS","2020-12-04T00:00:00+0000"
"123.52","123.78","122.21","122.94","78967630.0","123.78","122.21","122.94","123.52","78967630.0","AAPL","XNAS","2020-12-03T00:00:00+0000"
"122.02","123.37","120.89","123.08","89004195.0","123.37","120.89","123.08","122.02","89004195.0","AAPL","XNAS","2020-12-02T00:00:00+0000"
"121.01","123.4693","120.01","122.72","125920963.0","123.4693","120.01","122.72","121.01","125920963.0","AAPL","XNAS","2020-12-01T00:00:00+0000"
"116.97","120.97","116.81","119.05","169410176.0","120.97","116.81","119.05","116.97","169410176.0","AAPL","XNAS","2020-11-30T00:00:00+0000"
"116.57","117.49","116.22","116.59","46691331.0","117.49","116.22","116.59","116.57","46691331.0","AAPL","XNAS","2020-11-27T00:00:00+0000"
"115.55","116.75","115.17","116.03","76499234.0","116.75","115.17","116.03","115.55","76499234.0","AAPL","XNAS","2020-11-25T00:00:00+0000"
"113.91","115.85","112.59","115.17","113226248.0","115.85","112.59","115.17","113.91","113226248.0","AAPL","XNAS","2020-11-24T00:00:00+0000"
"117.18","117.6202","113.75","113.85","127959318.0","117.6202","113.75","113.85","117.18","127959318.0","AAPL","XNAS","2020-11-23T00:00:00+0000"
"118.64","118.77","117.29","117.34","73604287.0","118.77","117.29","117.34","118.64","73604287.0","AAPL","XNAS","2020-11-20T00:00:00+0000"
"117.59","119.06","116.81","118.64","74112972.0","119.06","116.81","118.64","117.59","74112972.0","AAPL","XNAS","2020-11-19T00:00:00+0000"
"118.61","119.82","118.0","118.03","76322111.0","119.82","118.0","118.03","118.61","76322111.0","AAPL","XNAS","2020-11-18T00:00:00+0000"
"119.55","120.6741","118.96","119.39","74270973.0","120.6741","118.96","119.39","119.55","74270973.0","AAPL","XNAS","2020-11-17T00:00:00+0000"
"118.92","120.99","118.146","120.3","91183018.0","120.99","118.146","120.3","118.92","91183018.0","AAPL","XNAS","2020-11-16T00:00:00+0000"
"119.44","119.6717","117.87","119.26","81688586.0","119.6717","117.87","119.26","119.44","81688586.0","AAPL","XNAS","2020-11-13T00:00:00+0000"
"119.62","120.53","118.57","119.21","103350674.0","120.53","118.57","119.21","119.62","103350674.0","AAPL","XNAS","2020-11-12T00:00:00+0000"
"117.19","119.63","116.44","119.49","112294954.0","119.63","116.44","119.49","117.19","112294954.0","AAPL","XNAS","2020-11-11T00:00:00+0000"
"115.55","117.59","114.13","115.97","138023390.0","117.59","114.13","115.97","115.55","138023390.0","AAPL","XNAS","2020-11-10T00:00:00+0000"
"120.5","121.99","116.05","116.32","154515315.0","121.99","116.05","116.32","120.5","154515315.0","AAPL","XNAS","2020-11-09T00:00:00+0000"
"118.32","119.2","116.13","118.69","114457922.0","119.2","116.13","118.69","118.32","114457922.0","AAPL","XNAS","2020-11-06T00:00:00+0000"
"117.95","119.62","116.8686","119.03","126387074.0","119.4137499474","116.66709394","118.8247672316","117.7466293789","126387074.0","AAPL","XNAS","2020-11-05T00:00:00+0000"
"114.14","115.59","112.35","114.95","138235482.0","115.3906985155","112.1562849573","114.7518020102","113.9431986206","138235482.0","AAPL","XNAS","2020-11-04T00:00:00+0000"
"109.66","111.49","108.73","110.44","107624448.0","111.2977677783","108.5425265991","110.2495781993","109.4709230834","107624448.0","AAPL","XNAS","2020-11-03T00:00:00+0000"
"109.11","110.68","107.32","108.77","122866899.0","110.4891643887","107.1349577358","108.5824576307","108.9218713991","122866899.0","AAPL","XNAS","2020-11-02T00:00:00+0000"
"111.06","111.99","107.72","108.86","190573476.0","111.7969056731","107.5342680516","108.6723024517","110.8685091888","190573476.0","AAPL","XNAS","2020-10-30T00:00:00+0000"
"112.37","116.93","112.2","115.32","146129173.0","116.7283880735","112.0065435889","115.1211640523","112.1762504731","146129173.0","AAPL","XNAS","2020-10-29T00:00:00+0000"
"115.05","115.43","111.1","111.2","143937823.0","115.2309743892","110.9084402204","111.0082677993","114.8516295891","143937823.0","AAPL","XNAS","2020-10-28T00:00:00+0000"
"115.49","117.28","114.5399","116.6","92276772.0","117.0777845999","114.3424091089","116.398957063","115.2908709365","92276772.0","AAPL","XNAS","2020-10-27T00:00:00+0000"
"114.01","116.55","112.88","115.05","111850657.0","116.3490432735","112.6853711258","114.8516295891","113.813422768","111850657.0","AAPL","XNAS","2020-10-26T00:00:00+0000"
"116.39","116.55","114.28","115.04","82572645.0","116.3490432735","114.0829572312","114.8416468312","116.1893191471","82572645.0","AAPL","XNAS","2020-10-23T00:00:00+0000"
"117.45","118.04","114.59","115.75","101987954.0","117.8364741999","114.3924227259","115.5504226418","117.2474914841","101987954.0","AAPL","XNAS","2020-10-22T00:00:00+0000"
"116.67","118.705","116.45","116.87","89945980.0","118.5003276","116.2492156945","116.6684915261","116.4688363682","89945980.0","AAPL","XNAS","2020-10-21T00:00:00+0000"
"116.2","118.98","115.63","117.51","124423728.0","118.7748534421","115.4306295471","117.3073880315","115.9996467471","124423728.0","AAPL","XNAS","2020-10-20T00:00:00+0000"
"119.96","120.419","115.66","115.98","120639337.0","120.2113723033","115.4605778208","115.7800260734","119.7531637159","120639337.0","AAPL","XNAS","2020-10-19T00:00:00+0000"
"121.28","121.548","118.81","119.02","115393808.0","121.3384256697","118.6051465579","118.8147844737","121.0708877581","115393808.0","AAPL","XNAS","2020-10-16T00:00:00+0000"
"118.72","121.2","118.15","120.71","112559219.0","120.9910256949","117.9462845368","120.5018705581","118.5153017368","112559219.0","AAPL","XNAS","2020-10-15T00:00:00+0000"
"121.0","123.03","119.62","121.19","151062308.0","122.8178703898","119.4137499474","120.981042937","120.791370537","151062308.0","AAPL","XNAS","2020-10-14T00:00:00+0000"
"125.27","125.39","119.65","121.1","262330451.0","125.1738012532","119.4436982211","120.891198116","125.0540081585","262330451.0","AAPL","XNAS","2020-10-13T00:00:00+0000"
"120.06","125.18","119.2845","124.4","240226769.0","124.9641633374","119.07882842","124.1855082215","119.8529912948","240226769.0","AAPL","XNAS","2020-10-12T00:00:00+0000"
"115.28","117.0","114.92","116.97","100506865.0","116.7982673788","114.7218537365","116.7683191051","115.0812330207","100506865.0","AAPL","XNAS","2020-10-09T00:00:00+0000"
"116.25","116.4","114.5901","114.97","83477153.0","116.199301905","114.3925225535","114.771767526","116.0495605366","83477153.0","AAPL","XNAS","2020-10-08T00:00:00+0000"
"114.62","115.55","114.13","115.08","96848985.0","115.3507674839","113.9332158627","114.8815778628","114.4223709996","96848985.0","AAPL","XNAS","2020-10-07T00:00:00+0000"
"115.7","116.12","112.25","113.16","161498212.0","115.919784684","112.0564573784","112.9648883469","115.5005088523","161498212.0","AAPL","XNAS","2020-10-06T00:00:00+0000"
"113.91","116.65","113.55","116.5","106243839.0","116.4488708524","113.3542159048","116.299129484","113.713595189","106243839.0","AAPL","XNAS","2020-10-05T00:00:00+0000"
"112.89","115.37","112.22","113.02","144711986.0","115.1710778418","112.0265091047","112.8251297363","112.6953538837","144711986.0","AAPL","XNAS","2020-10-02T00:00:00+0000"
"117.64","117.72","115.83","116.79","116120440.0","117.5170259473","115.630284705","116.588629463","117.4371638841","116120440.0","AAPL","XNAS","2020-10-01T00:00:00+0000"
"113.79","117.26","113.62","115.81","142675184.0","117.0578190841","113.4240952101","115.6103191892","113.5938020943","142675184.0","AAPL","XNAS","2020-09-30T00:00:00+0000"
"114.55","115.31","113.57","114.09","100060526.0","115.1111812944","113.3741814206","113.8932848312","114.3524916944","100060526.0","AAPL","XNAS","2020-09-29T00:00:00+0000"
"115.01","115.32","112.78","114.96","137672403.0","115.1211640523","112.5855435468","114.7617847681","114.8116985576","137672403.0","AAPL","XNAS","2020-09-28T00:00:00+0000"
"108.43","112.44","107.67","112.28","149981441.0","112.2461297784","107.4843542622","112.086405652","108.2430438622","149981441.0","AAPL","XNAS","2020-09-25T00:00:00+0000"
"105.17","110.25","105.0","108.22","167743349.0","110.0599057992","104.818957904","108.0334059464","104.9886647883","167743349.0","AAPL","XNAS","2020-09-24T00:00:00+0000"
"111.62","112.11","106.77","107.12","150718671.0","111.9166987678","106.5859060516","106.9353025779","111.4275436309","150718671.0","AAPL","XNAS","2020-09-23T00:00:00+0000"
"112.68","112.86","109.16","111.81","183055373.0","112.66540561","108.9717851886","111.617216031","112.4857159679","183055373.0","AAPL","XNAS","2020-09-22T00:00:00+0000"
"104.54","110.19","103.1","110.08","195713815.0","110.0000092519","102.9222339039","109.890198915","104.3597510408","195713815.0","AAPL","XNAS","2020-09-21T00:00:00+0000"
"110.4","110.88","106.09","106.84","287104882.0","110.6888195467","105.9070785147","106.6557853568","110.2096471677","287104882.0","AAPL","XNAS","2020-09-18T00:00:00+0000"
"109.72","112.2","108.71","110.34","178010968.0","112.0065435889","108.5225610833","110.1497506203","109.5308196308","178010968.0","AAPL","XNAS","2020-09-17T00:00:00+0000"
