Total Comp,Top 20,Wide Industry,Company,CEO,City of Birth,State of Birth,Age,Undergrad,UG Degree,UG Date,AgeOfUnder,Graduate,Grad Degree,MBA?,MasterPhd?,G_date,AgeOfGradu,YearsFirm,YearsCEO,Salary,Bonus,other,St_gains,Comp for 5 yrs,Stock owned,Sales,Profits,Return over 5 yrs,Industry,Industry Code
2185610,FALSE,Insurance,USLife,Mr. Gordon E Crosby Jr,Remsen,IA,73,U of Missouri,BS,46,25,,none,0,0,,,35,28,868846,580000,657407,79361,9619170,1.106,1600,97.2,11,Insurance-lifehealth,4
2160710,FALSE,Insurance,Torchmark,Mr. Ronald K Richey,Erie,KS,67,Washburn U,BA,49,22,Washburn U,JD,0,1,51,24,30,9,1166680,833324,160710,,47971700,1.325,2177,279.6,16,Insurance-lifehealth,4
2160230,FALSE,Consumer,VF,Mr. Lawrence R Pugh,White Plains,NY,61,Colby C,BBA,56,23,,none,0,0,,,14,12,735000,400000,131166,894062,10784200,0.038,4320,246.4,12,Consumer nondurables-textilesapparel,18
2157360,FALSE,ComputersComm,Apple Computer,Mr. Michael H Spindler,Germany,,52,,,,,,none,0,0,,,14,1,696847,302240,,1158270,,0.00001,8446,-34.7,,Computerscommunications-major systems,16
2150430,FALSE,ComputersComm,Oracle Systems,Mr. Lawrence J Ellison,New York,NY,49,,,,,,none,0,0,,,17,17,1000000,1150000,432,,7484560,22.518,1693,197.8,40,Computerscommunications-software,16
2146980,FALSE,Food,Campbell Soup,Mr. David W Johnson,Australia,,61,U of Sydney,BE,54,21,U of Chicago,MBA,1,1,58,25,4,4,806700,912722,41180,386374,6438420,0.186,6759,595.3,22,Fooddrinktobacco-food processors,2
2145180,FALSE,Metals,Freeport-McMoRan,Mr. James R Moffett,Houma,LA,55,U of Texas Aust,BS,61,22,Tulane U,MS,0,1,63,24,24,10,661500,,1483680,,33915700,1.105,1611,-96.9,10,Metals-nonferrous metals,5
2144240,FALSE,Financial,First Interstate Ban,Mr. Edward M Carson,Tucson,AZ,64,Arizona State,BS,51,21,Rutgers-Stonier,MBA,1,1,63,33,43,4,784133,1062000,254604,43500,5941110,0.043,3898,561.4,15,Financial services-regional banks,1
2117870,FALSE,Financial,First Fidelity Banco,Mr. Anthony P Terracciano,Bayonne,NJ,55,St Peter's C,BS,60,21,Fordham U,MA,0,1,62,23,4,4,738462,475000,629186,275226,7210310,0.08,2429,396.5,14,Financial services-regional banks,1
2113750,FALSE,ComputersComm,Sun Microsystems,Mr. Scott G McNealy,Columbus,IN,39,Harvard,BA,76,21,Stanford U,MBA,1,1,80,25,12,10,400000,251304,1200,1461250,6905570,1.836,4493,188.2,11,Computerscommunications-major systems,16
2113310,FALSE,Chemicals,Lyondell Petrochemic,Dr. Bob G Gower,West Frankfort,IL,56,Southern Illino,BA,58,20,U of Minnesota,PhD,0,1,63,25,31,6,555099,460000,1098210,,7135840,0.069,3850,4,5,Chemicals-specialized,15
2105840,FALSE,Business,Interpublic Group of,Mr. Philip H Geier Jr,Pontiac,MI,59,Colgate U,BA,57,22,Columbia,MBA,1,1,58,23,19,14,965000,350000,790840,,29805100,0.713,1740,125.3,20,Business-services,13
2100190,FALSE,Health,JohnsonJohnson,Mr. Ralph S Larsen,Brooklyn,NY,55,Hofstra U,BBA,62,23,,none,0,0,,,32,5,890000,448125,342353,419716,11036500,0.018,14138,1787,13,Health-medical supplies,3
2092140,FALSE,Insurance,Transamerica,Mr. Frank C Herringer,New York,NY,51,Dartmouth,AB,64,21,Dartmouth,MBA,1,1,65,22,15,3,930000,850000,173851,138291,6589710,0.056,4833,400.5,14,Insurance-lifehealth,4
2085600,FALSE,Health,Warner-Lambert,Mr. Melvin R Goodes,Canada,,59,Queens U,BA,57,22,U of Chicago,MBA,1,1,60,25,29,3,820000,586000,679601,,9995930,0.091,5794,285,11,Health-drugs,3
2084010,FALSE,Retailing,Dillard Department S,Mr. William T Dillard Sr,Mineral Spr,AR,79,U of Arkansas,BBA,35,20,Columbia,MS,0,1,37,22,55,55,835000,1135000,114013,,11567400,1.04,5131,241.1,15,Retailing-department stores,6
2079180,FALSE,Food,McDonald's,Mr. Michael R Quinlan,Chicago,IL,49,Loyola U,BS,67,22,Loyola U,MBA,1,1,70,25,28,7,980000,800000,299176,,9273410,0.084,7408,1082.5,18,Food distributors-restaurant chains,2
2078930,FALSE,Entertainment,CBS,Mr. Laurence A Tisch,Brooklyn,NY,71,NYU,BS,42,19,U of Pennsylvan,MA,0,1,43,20,8,7,1025070,900000,153864,,8114440,3.014,3510,326.2,13,Entertainmentinformation-broadcasting,17
2066290,FALSE,Energy,Sonat,Mr. Ronald L Kuehn Jr,Queens,NY,59,Fordham U,BA,57,22,Fordham U,LLB,0,1,64,29,24,10,590000,504600,535690,436000,6698810,0.158,1741,265.1,17,Energy-other gas,12
2065800,FALSE,Health,Pfizer,Mr. William C Steere Jr,Ann Arbor,MI,57,Stanford U,BA,59,22,,none,0,0,,,35,3,1100000,800000,64000,101796,6811560,0.022,7478,657.5,17,Health-drugs,3
2064270,FALSE,Utility,FPL Group,Mr. James L Broadhead,New Rochelle,NY,58,Cornell,BSM,58,22,Columbia,JD,0,1,63,27,5,5,765900,581318,717052,,7151980,0.069,5316,428.7,10,Electric utilities-southeast,19
2062810,FALSE,Entertainment,McGraw-Hill,Mr. Joseph L Dionne,Montgomery,AL,60,Hofstra U,BA,55,21,Columbia,EdD,0,1,65,31,28,11,750000,669008,614551,29250,8869310,0.22,2195,11.4,3,Entertainmentinformation-publishing,17
2059310,FALSE,Entertainment,DunBradstreet,Mr. Robert E Weissman,New Haven,CT,54,Babson C,BS,64,24,,none,0,0,,,21,1,674077,591334,793899,,,0.061,4710,428.7,8,Entertainmentinformation-publishing,17
2051540,FALSE,Capital goods,York International,Mr. Robert N Pokelwaldt,North Tonawanda,NY,57,SUNY Buffalo,BS,60,23,,none,0,0,,,11,3,435000,202356,4698,1409490,8392090,0.499,2032,75.5,15,Capital goods-other industrial equipment,14
2051290,FALSE,Energy,Tosco,Mr. Thomas D O'Malley,New York,NY,52,Manhattan C,BBA,63,21,,none,0,0,,,6,4,500000,1526000,25286,,6193940,3.549,3559,80.6,10,Energy-other energy,12
2045500,FALSE,Food,Snapple Beverage,Mr. LeonardMarsh,Brooklyn,NY,61,,,,,,none,0,0,,,22,2,300000,1698300,47198,,,7.663,516,59.5,116,Fooddrinktobacco-beverages,2
2039660,FALSE,ComputersComm,AST Research,Mr. Safi U Qureshey,Pakistan,,42,U of Texas Aust,BSE,75,23,,none,0,0,,,14,6,543700,514298,981665,,9899090,8.452,1971,-49.8,44,Computerscommunications-major systems,16
2037490,FALSE,Retailing,Melville,Mr. Stanley P Goldstein,Woonsocket,RI,59,U of Pennsylvan,BS,55,20,,none,0,0,,,31,7,1050000,285000,702491,,8602980,0.157,10435,331.8,2,Retailing-apparel,6
2035940,FALSE,Financial,Golden West Financia,Mrs. Marion O Sandler,Biddeford,ME,63,Wellesley C,BA,52,21,NYU,MBA,1,1,58,27,31,31,847333,,13391,1175210,12696100,7.751,1932,273.9,17,Financial services-thrift institutions,1
2028450,FALSE,Energy,USX-Marathon,Mr. Charles A Corry,Cincinnati,OH,62,U of Cincinnati,BA,55,23,U of Cincinnati,JD,0,1,59,27,35,5,946667,750000,331785,,8516930,0.025,10035,-6,-15,Energy-other energy,12
2010110,FALSE,Capital goods,DeereCo,Mr. Hans W Becherer,Detroit,MI,59,Trinity College,BA,57,22,Harvard,MBA,1,1,62,27,32,5,733805,183092,192713,900501,5804030,0.04,8057,308.3,14,Capital goods-heavy equipment,14
2008450,FALSE,Energy,Nicor,Mr. Richard G Cline,Chicago,IL,59,U of Illinois,BS,57,22,,none,0,0,,,9,8,628846,409575,26412,943613,8800520,0.313,1674,111.7,16,Energy-other gas,12
2000000,FALSE,Consumer,Fruit of the Loom,Mr. William Farley,Pawtucket,RI,51,Bowdoin C,AB,64,21,Boston C,JD,0,1,69,26,18,9,850000,1150000,,,13920700,9.247,1884,212.8,27,Consumer nondurables-textilesapparel,18
1993460,FALSE,Insurance,American Premier Und,Mr. Carl H Lindner,Dayton,OH,75,,,,,,none,0,0,,,11,7,893750,1000000,99712,,5610840,40.47,1763,232,5,Insurance-propertycasualty,4
1983740,FALSE,ComputersComm,Micron Technology,Mr. Joseph L Parkinson,San Antonio,TX,48,Columbia,BA,67,21,Tulane U,JD,0,1,71,25,14,8,331731,499178,5192,1147640,6387330,0.084,1231,246.6,34,Computerscommunications-peripherals,16
1968150,FALSE,Energy,Atlantic Richfield,Mr. Lodwrick M Cook,Castor,LA,65,Louisiana State,BS,50,21,SMU,MBA,1,1,65,36,38,9,1147740,560000,260414,,14874300,0.005,17189,269,6,Energy-other energy,12
1959620,FALSE,Financial,Fleet Financial Grou,Mr. TerrenceMurray,Woonsocket,RI,54,Harvard,BA,62,22,,none,0,0,,,32,12,902000,990000,67622,,9044090,0.152,4678,488,11,Financial services-regional banks,1
1957940,FALSE,Retailing,Limited,Mr. Leslie H Wexner,Dayton,OH,56,Ohio State U,BS,59,21,,none,0,0,,,31,31,1150000,660100,147836,,9704730,19.225,7245,391,9,Retailing-apparel,6
1954400,FALSE,ComputersComm,BellSouth,Mr. John L Clendenin,El Paso,TX,60,Northwestern U,BA,55,21,,none,0,0,,,39,10,785000,705500,463900,,10421200,0.009,15880,1034.1,12,Computerscommunications-telecommun,16
1935170,FALSE,Business,Avery Dennison,Mr. Charles D Miller,Hartford,CT,66,Johns Hopkins U,BA,49,21,,none,0,0,,,30,16,683333,555000,195939,500901,10303300,0.29,2609,83.3,7,Business-supplies,13
1924660,FALSE,Aerospacedefense,E-Systems,Mr. A LowellLawson,Macon,GA,56,U of Georgia,BS,60,22,,none,0,0,,,30,1,425017,345000,367150,787495,,0.118,2097,121.9,12,Aerospacedefense,11
1923100,FALSE,ComputersComm,National Semiconduct,Dr. Gilbert F Amelio,New York,NY,51,Georgia Tech,BS,65,22,Georgia Tech,PhD,0,1,68,25,3,3,569039,792000,562064,,4006840,0.008,2244,222.9,23,Computerscommunications-peripherals,16
1901450,FALSE,Business,Ogden,Mr. R RichardAblon,New York,NY,44,Boston U,BA,71,21,,none,0,0,,,23,4,700000,875000,272316,54138,9668500,0.502,2039,62.1,2,Business-services,13
1898900,FALSE,ComputersComm,Nynex,Mr. William C Ferguson,Detroit,MI,63,Albion C,AB,52,21,,none,0,0,,,42,5,773000,562000,255722,308176,8049240,0.017,13408,-272.4,6,Computerscommunications-telecommun,16
1894570,FALSE,Food,CPC International,Mr. Charles R Shoemate,La Harpe,IL,54,Western Illinoi,BS,62,22,U of Chicago,MBA,1,1,72,32,32,4,670833,455000,741240,27500,6195650,0.031,6738,454.5,15,Fooddrinktobacco-food processors,2
1889680,FALSE,Energy,Texaco,Mr. Alfred C DeCrane Jr,Cleveland,OH,62,U of Notre Dame,BA,53,21,Georgetown U,JD,0,1,59,27,35,1,875000,807008,67444,140230,,0.044,33245,1068,12,Energy-international oils,12
1884710,FALSE,Insurance,Statesman Group,Mr. David J Noble,Des Moines,IA,62,,,,,,none,0,0,,,22,12,550000,400000,27988,906722,3075100,2.609,379,37.2,35,Insurance-lifehealth,4
1880830,FALSE,Consumer,Reebok International,Mr. Paul B Fireman,Cambridge,MA,50,,,,,,none,0,0,,,15,15,1000010,650000,230813,,35525100,14.833,2894,223.4,21,Consumer nondurables-textilesapparel,18
1875920,FALSE,Food,Anheuser-Busch Cos,Mr. August A Busch III,St Louis,MO,56,,,,,,none,0,0,,,37,19,940000,896000,39919,,25935100,0.486,11505,594.5,11,Fooddrinktobacco-beverages,2
1872100,FALSE,Insurance,Equitable of Iowa Co,Mr. Frederick S Hubbell,Des Moines,IA,43,U of North Caro,BA,73,22,U of Iowa,JD,0,1,76,25,11,5,395833,320000,41570,1114690,5185300,1.741,573,87.2,44,Insurance-lifehealth,4
1849040,FALSE,ComputersComm,Unisys,Mr. James A Unruh,Goodrich,ND,53,Jamestown C,BSB,63,22,U of Denver,MBA,1,1,64,23,14,4,772500,800000,42160,234375,5693460,0.032,7743,361.6,-9,Computerscommunications-major systems,16
1844640,FALSE,Health,PacifiCare Health Sy,Mr. AlanHoops,Long Beach,CA,46,UCLA,BS,69,21,U of Washington,MS,0,1,73,25,17,1,344380,300000,297378,902877,,0.878,2382,66.7,54,Health-health care services,3
1826820,FALSE,Consumer,Echlin,Mr. Frederick J Mancheski,Stevens Point,WI,67,U of Wisc Madis,BS,48,21,,none,0,0,,,31,25,550000,435000,546819,294999,4859830,0.916,2037,104,18,Consumer durables-automotive parts,18
1825810,FALSE,Health,American Medical Hol,Mr. Robert W O'Leary,New Bedford,MA,50,U of Massachuse,BS,65,21,Suffolk U,JD,0,1,73,29,3,3,750000,685146,390666,,3979110,0.052,2255,72.9,-1,Health-health care services,3
1799560,FALSE,Chemicals,Hercules,Mr. Thomas L Gossage,Nashville,TN,60,Georgia Tech,BS,56,22,Georgia Tech,MS,0,1,57,23,6,3,725834,924000,149725,,4897470,0.596,2773,208.4,25,Chemicals-diversified,15
1797910,FALSE,Financial,MarshMcLennan Cos,Mr. A J CSmith,Scotland,,60,,,,,,none,0,0,,,33,2,1000000,675000,122911,,,0.201,3163,332.4,9,Financial services-brokerage,1
1796480,FALSE,Insurance,Kemper,Mr. David B Mathis,Atlanta,GA,56,Lake Forest C,BA,60,22,,none,0,0,,,38,2,531308,960000,305168,,3920030,0.157,1549,247.4,16,Insurance-lifehealth,4
1791040,FALSE,ComputersComm,Alltel,Mr. Joe T Ford,Conway,AR,56,U of Arkansas,BS,59,21,,none,0,0,,,35,7,575000,429813,554935,231290,6587030,0.264,2342,262,17,Computerscommunications-telecommun,16
1783980,FALSE,Metals,LTV,Mr. David H Hoag,Pittsburgh,PA,54,Allegheny C,BA,60,20,,none,0,0,,,34,3,550000,200000,1033980,,5614950,0.006,4163,386.9,,Metals-steel,5
1772790,FALSE,Consumer,Rubbermaid,Mr. Wolfgang R Schmitt,Germany,,50,Otterbein C,BA,66,22,,none,0,0,,,28,2,363746,600211,808835,,,0.087,1960,211.4,15,Consumer durables-home furnishings,18
1772250,FALSE,Consumer,Burlington Industrie,Mr. Frank S Greenberg,Chicago,IL,64,U of Chicago,BA,49,19,,none,0,0,,,44,8,650004,1110020,12226,,5279920,0.689,2071,88.7,4,Consumer nondurables-textiles,18
1768620,FALSE,Insurance,Chubb,Mr. Dean R O'Hare,Jersey City,NJ,51,NYU,BS,63,20,Pace U NY,MBA,1,1,68,25,31,6,735270,661275,372071,,10994400,0.056,5500,344.2,19,Insurance-propertycasualty,4
1762750,FALSE,Retailing,Rite Aid,Mr. AlexGrass,Scranton,PA,66,U of Florida,LLB,49,21,,none,0,0,,,41,32,1125000,,2000,635751,6077500,2.78,4289,126.5,5,Retailing-drugdiscount,6
1753300,FALSE,Consumer,Varity,Mr. Victor A Rice,England,,53,,,,,,none,0,0,,,24,14,665000,903000,185295,,5129490,0.537,2726,76.3,9,Consumer durables-automotive parts,18
1746990,FALSE,Health,United HealthCare,Dr. William W McGuire,Troy,NY,46,U of Texas Aust,BA,70,22,U of Texas Galv,MD,0,1,74,26,6,3,575000,1121250,50740,,22431200,0.266,2469,194.6,89,Health-health care services,3
1746010,FALSE,Energy,Dresser Industries,Mr. John J Murphy,Olean,NY,62,Rochester Tech,AAS,52,20,SMU,MBA,1,1,81,49,42,11,928000,545750,272258,,8642450,0.076,4650,300.6,7,Energy-oilfield services,12
1745060,FALSE,Retailing,Kmart,Mr. Joseph E Antonini,Morgantown,WV,52,West Virginia U,BS,64,22,,none,0,0,,,30,7,850000,604901,290162,,6285850,0.044,34557,-912,3,Retailing-drugdiscount,6
1738860,FALSE,Forest,Crown CorkSeal,Mr. William J Avery,Chicago,IL,53,U of Chicago,BS,68,27,,none,0,0,,,35,5,650000,323423,4497,760939,6098200,0.142,4163,180.9,19,Forest products-packaging,9
1738680,FALSE,Financial,UJB Financial,Mr. T JosephSemrod,Oklahoma City,OK,57,U of Oklahoma,BA,58,21,U of Oklahoma,JD,0,1,63,26,13,13,665000,284350,685408,103926,5444240,0.344,1062,74.2,10,Financial services-regional banks,1
1735400,FALSE,Health,Eli Lilly,Mr. Randall L Tobias,Lafayette,IN,52,Indiana U,BS,64,22,,none,0,0,,,1,1,503182,418861,813359,,,0.009,6452,491.1,3,Health-drugs,3
1732680,FALSE,Retailing,Spiegel,Mr. John J Shea,Newark,NJ,56,La Salle,BS,59,21,U of Pittsburgh,MS,0,1,60,22,14,9,550000,605500,143218,433960,5928980,0.079,2596,48.7,34,Retailing-home shopping,6
1719760,FALSE,Health,Cardinal Health,Mr. Robert D Walter,Mansfield,OH,48,Ohio U,BS,67,21,Harvard,MBA,1,1,70,24,23,23,424046,190000,771377,334334,5311310,11.424,2304,38.5,36,Health-drugs,3
1717700,FALSE,Financial,NBD Bancorp,Mr. Verne G Istock,Grosse Pointe,MI,53,U of Michigan,BA,62,21,U of Michigan,MBA,1,1,63,22,31,1,725000,300000,324629,368074,,0.105,3208,481.8,14,Financial services-regional banks,1
1702120,FALSE,Chemicals,Dow Chemical,Mr. Frank P Popoff,Bulgaria,,58,Indiana U,BS,57,21,Indiana U,MBA,1,1,59,23,35,6,890004,593750,218365,,7727900,0.029,18060,644,4,Chemicals-diversified,15
1697000,FALSE,Consumer,Shaw Industries,Mr. Robert E Shaw,Cartersville,GA,62,,,,,,none,0,0,,,34,32,892500,800000,4497,,7538070,6.705,2476,117.6,47,Consumer nondurables-textiles,18
1693320,FALSE,Retailing,Walgreen,Mr. Charles R Walgreen II,Chicago,IL,58,U of Michigan,BS,58,22,,none,0,0,,,42,23,710000,373410,609912,,6851380,0.507,8498,249.9,19,Retailing-drugdiscount,6
1683100,FALSE,Retailing,Office Depot,Mr. David I Fuente,Chicago,IL,48,Purdue U,BS,67,21,Purdue U,MS,0,1,69,23,6,6,550000,864981,4497,263625,32182100,0.261,2580,63.4,45,Retailing-specialty retailers,6
1681920,FALSE,Financial,Glendale Federal Ban,Mr. Stephen J Trafton,Mt Vernon,WA,47,Washington Stat,BS,68,21,,none,0,0,,,4,2,680000,1000000,1920,,,0.003,1044,,-57,Financial services-thrift institutions,1
1669870,FALSE,Consumer,Eaton,Mr. William E Butler,Waterloo,IL,63,U of Illinois,BS,56,25,,none,0,0,,,37,3,633925,634623,401317,,3768400,0.047,4401,180,19,Consumer durables-automotive parts,18
1662400,FALSE,Chemicals,BF Goodrich,Mr. John D Ong,Uhrichsville,OH,60,Ohio State U,BA,54,20,Harvard,LLB,0,1,57,23,33,15,737000,643500,187464,94438,7510580,0.425,1818,128.3,1,Chemicals-specialized,15
1660690,FALSE,Transport,Illinois Central,Mr. E HunterHarrison,Memphis,TN,49,Memphis State U,BA,68,23,,none,0,0,,,5,1,368442,350000,942248,,,0.312,565,91.7,43,Transport-railroad,7
1654250,FALSE,Retailing,Eckerd,Mr. StewartTurley,Mt. Sterling,KY,59,,,,,,none,0,0,,,28,19,591351,135906,926993,,3515620,1.677,4191,41.4,71,Retailing-drugdiscount,6
1653000,FALSE,Consumer,BlackDecker,Mr. Nolan D Archibald,Ogden,UT,50,Weber State,BS,68,24,Harvard,MBA,1,1,70,26,9,8,825000,650000,177996,,8449250,0.032,4882,95.2,4,Consumer durables-appliances,18
1652560,FALSE,Aerospacedefense,Lockheed,Mr. Daniel M Tellep,Forest City,PA,62,U of Cal Berkel,BSM,54,22,U of Cal Berkel,MSEE,0,1,55,23,39,5,762500,650000,240064,,6614390,0.016,13071,422,11,Aerospacedefense,11
1634570,FALSE,Capital goods,Caterpillar,Mr. Donald V Fites,Tippecanoe,IN,60,Valparaiso U,BS,56,22,MIT,MS,0,1,71,37,38,4,670000,339024,32160,593382,3415780,0.023,11615,681,16,Capital goods-heavy equipment,14
1632340,FALSE,Energy,Halliburton,Mr. Thomas H Cruikshank,Lake Charles,LA,62,Rice U,BA,52,20,U of Houston,MA,0,1,55,23,25,11,800000,,832344,,7573060,0.083,6351,-161,2,Energy-oilfield services,12
1631940,FALSE,Entertainment,Times Mirror,Mr. Robert F Erburu,Ventura,CA,63,USC,BA,52,21,Harvard,JD,0,1,55,24,33,13,875001,300000,456935,,6933120,0.215,3714,317.2,1,Entertainmentinformation-publishing,17
1628410,FALSE,Business,Minnesota MiningMa,Mr. Livio D DeSimone,Canada,,57,McGill,BSC,57,20,,none,0,0,,,37,3,759600,248130,605395,15288,5257390,0.023,14020,1263,12,Business-supplies,13
1621780,FALSE,Financial,Fifth Third Bancorp,Mr. George A Schaefer Jr,Cincinnati,OH,49,US Military Aca,BS,67,22,Xavier U,MBA,1,1,74,29,23,3,539092,260000,119864,702823,4158210,0.177,954,196.4,19,Financial services-regional banks,1
1620820,FALSE,Food,Kellogg,Mr. Arnold G Langbo,Canada,,57,,,,,,none,0,0,,,38,2,720000,546000,136921,217902,6768800,0.049,6295,680.7,12,Fooddrinktobacco-food processors,2
1619110,FALSE,Financial,Bank of Boston,Mr. Ira Stepanian,Cambridge,MA,58,Tufts U,BA,58,22,Boston C,MBA,1,1,71,35,31,7,768846,800000,50265,,7435450,0.179,7396,274.8,2,Financial services-multinational banks,1
1609290,FALSE,Financial,Great Western Financ,Mr. James F Montgomery,Topeka,KS,59,UCLA,BS,57,22,,none,0,0,,,19,15,950000,142500,216166,300625,8963230,0.253,2883,62,6,Financial services-thrift institutions,1
1608620,FALSE,Financial,Bancorp Hawaii,Mr. H HowardStephenson,Wichita,KS,64,U of Michigan,BA,50,20,U of Missouri,JD,0,1,58,28,35,5,591865,344324,509957,162473,10259900,0.431,938,132.6,16,Financial services-regional banks,1
1606350,FALSE,Food,American Stores,Mr. Victor L Lund,Salt Lake City,UT,46,U of Utah,BS,69,21,U of Utah,MBA,1,1,72,24,17,2,750000,259145,295004,302196,5457160,0.362,18763,262.1,14,Food distributors-supermarketsconvenience,2
1595600,FALSE,Utility,PECO Energy,Mr. Joseph F Paquette Jr,Norwood,MA,59,Yale,BS,56,21,,none,0,0,,,38,6,425534,403262,,766800,4852080,0.013,3988,590.6,14,Electric utilities-northeast,19
1585470,FALSE,Financial,OnBancorp,Mr. Robert J Bennett,Fitchburg,MA,52,Babson C,BS,63,21,U of Massachuse,MBA,1,1,66,24,7,5,393378,300000,3466,888625,3825490,1.144,374,58,26,Financial services-regional banks,1
1578690,FALSE,Health,Rhone-Poulenc Rorer,Mr. Robert E Cawthorn,England,,58,Cambridge,BS,59,23,,none,0,0,,,12,9,733430,448490,396766,,15149700,0.094,4019,421.1,11,Health-drugs,3
1561980,FALSE,Entertainment,Dow Jones,Mr. Peter R Kann,Princeton,NJ,51,Harvard,BA,64,21,,none,0,0,,,31,3,605000,370000,564115,22868,4329430,0.115,1932,147.5,6,Entertainmentinformation-publishing,17
1558640,FALSE,Forest,Owens-Illinois,Mr. Joseph H Lemieux,Providence,RI,63,Bryant C,BS,57,26,,none,0,0,,,37,4,515000,656000,387635,,5063050,0.156,3535,17.6,-3,Forest products-packaging,9
1551860,FALSE,Consumer,Brunswick,Mr. Jack F Reichert,West Allis,WI,63,,,,,,none,0,0,,,37,12,717644,700000,134211,,7915400,0.611,2207,42.3,5,Consumer durables-recreation equipment,18
1551770,FALSE,Metals,Nucor,Mr. F KennethIverson,Downers Grove,IL,68,Cornell,BS,46,20,Purdue U,MS,0,1,47,21,32,29,275000,372865,276183,627718,3709380,0.938,2254,123.5,39,Metals-steel,5
1547770,FALSE,Insurance,NWNL Cos,Mr. John G Turner,Springfield,MA,54,Amherst C,BA,61,21,,none,0,0,,,27,3,513939,377263,341602,314962,3126330,0.237,1490,82.5,18,Insurance-lifehealth,4
1543650,FALSE,Retailing,Lowe's Cos,Mr. Leonard G Herring,Snow Hill,NC,66,U of North Caro,BS,48,20,,none,0,0,,,38,16,535000,373750,193023,441875,4215090,1.251,4538,131.8,43,Retailing-home improvement,6
1533530,FALSE,Consumer,Johnson Controls,Mr. James H Keyes,La Crosse,WI,53,Marquette U,BS,62,21,Northwestern U,MBA,1,1,63,22,28,6,606246,523438,208850,195000,5965710,0.155,6255,143.3,13,Consumer durables-automotive parts,18
1518830,FALSE,Capital goods,Tenneco,Mr. Dana G Mead,Cresco,IA,58,US Military Aca,BS,57,21,MIT,PhD,0,1,67,31,2,1,664839,700000,153986,,,0.038,13255,451,6,Capital goods-heavy equipment,14
1513290,FALSE,Energy,Unocal,Mr. Richard J Stegemeier,Alton,IL,66,U of Missouri,BS,50,22,Texas AM,MS,0,1,51,23,43,6,850000,255000,408288,,8538970,0.081,7261,343,6,Energy-other energy,12
1510680,FALSE,Financial,Mercury Finance,Mr. John N Brincat,Brooklyn,NY,58,,,,,,none,0,0,,,10,9,251689,1250000,8994,,13857500,1.375,194,64.7,53,Financial services-leasefinance,1
1508180,FALSE,Aerospacedefense,Northrop,Mr. KentKresa,New York,NY,56,MIT,BS,59,21,MIT,MS,0,1,61,23,19,4,675000,450000,383184,,7719720,0.576,5063,96,13,Aerospacedefense,11
1505550,FALSE,Entertainment,Knight-Ridder,Mr. James K Batten,Suffolk,VA,58,Davidson C,BS,57,21,Princeton,MPA,0,1,62,26,37,6,622500,170000,13239,699811,6197580,0.06,2451,148.1,8,Entertainmentinformation-publishing,17
1504560,FALSE,Food,Philip Morris Cos,Mr. Michael A Miles,Chicago,IL,54,Northwestern U,BS,61,21,,none,0,0,,,12,3,1000000,345000,159558,,8583770,0.014,50621,3568,15,Fooddrinktobacco-tobacco,0
1501790,FALSE,Construction,Owens-Corning Fiberg,Mr. Glen H Hiner,Morgantown,WV,59,West Virginia U,BSE,57,22,,none,0,0,,,2,2,770000,700000,31794,,,0.486,2944,105,4,Construction-materials,0
1497150,FALSE,Financial,SunTrust Banks,Mr. James B Williams,Sewanee,TN,61,Emory U,AB,55,22,,none,0,0,,,39,4,550000,189461,757693,,5341860,0.379,3089,473.7,19,Financial services-regional banks,1
1487600,FALSE,Aerospacedefense,Boeing,Mr. Frank A Shrontz,Boise,ID,62,U of Idaho,LLB,54,22,Harvard,MBA,1,1,58,26,36,8,796935,624000,66669,,7857540,0.004,25438,1244,10,Aerospacedefense,11
1486110,FALSE,Business,WMX Technologies,Mr. Dean L Buntrock,Columbia,SD,62,St Olaf C,BA,55,23,,none,0,0,,,38,26,1400000,,83919,2188,22445800,0.577,9136,452.8,2,Business-environmentalwaste,10
1483510,FALSE,Financial,Republic New York,Mr. Walter H Weiner,Brooklyn,NY,63,U of Michigan,BA,52,21,U of Michigan,JD,0,1,53,22,14,14,220750,1255000,7763,,5050360,0.078,2328,301.2,13,Financial services-multinational banks,1
1479280,FALSE,Transport,Norfolk Southern,Mr. David R Goode,Vinton,VA,53,Duke U,AB,62,21,Harvard,JD,0,1,65,24,29,2,535000,376480,567800,,,0.016,4460,548.8,18,Transport-railroad,7
1479130,FALSE,Insurance,St Paul Cos,Mr. Douglas W Leatherdale,Canada,,57,U of Manitoba,BA,57,20,,none,0,0,,,22,4,611450,556420,311257,,6125860,0.097,4460,427.6,14,Insurance-propertycasualty,4
1475470,FALSE,Food,Coca-Cola Enterprise,Mr. Summerfield K Johnsto,Chattanooga,TN,61,,,,,,none,0,0,,,38,2,800000,502400,173072,,2947470,7.77,5465,-15,1,Fooddrinktobacco-beverages,2
1472900,FALSE,Entertainment,RR DonnelleySons,Mr. John R Walter,Pittsburgh,PA,47,Miami U Ohio,BS,69,22,,none,0,0,,,25,5,800000,499481,39766,133650,5169420,0.11,4388,178.9,11,Entertainmentinformation-publishing,17
1470530,FALSE,Insurance,Alleghany,Mr. John J Burns Jr,Cambridge,MA,62,Boston C,BS,53,21,Harvard,MBA,1,1,55,23,26,2,500000,257930,712595,,,0.272,1908,97.6,13,Insurance-propertycasualty,4
